Experiment	Region	Variable	GTAPVar	Description	Unit	Value	Type
ExB15	EU	au	au	au	au	0	TOTAL
ExB15	EU	au	au	au	au	0	to changes
ExB15	EU	au	au	au	au	0	txs changes
ExB15	EU	au	au	au	au	0	tms changes
ExB15	ROW	au	au	au	au	0	TOTAL
ExB15	ROW	au	au	au	au	0	to changes
ExB15	ROW	au	au	au	au	0	txs changes
ExB15	ROW	au	au	au	au	0	tms changes
ExB15	SSA	avareg	avareg	avareg	avareg	0	TOTAL
ExB15	SSA	avareg	avareg	avareg	avareg	0	to changes
ExB15	SSA	avareg	avareg	avareg	avareg	0	txs changes
ExB15	SSA	avareg	avareg	avareg	avareg	0	tms changes
ExB15	EU	avareg	avareg	avareg	avareg	0	TOTAL
ExB15	EU	avareg	avareg	avareg	avareg	0	to changes
ExB15	EU	avareg	avareg	avareg	avareg	0	txs changes
ExB15	EU	avareg	avareg	avareg	avareg	0	tms changes
ExB15	ROW	avareg	avareg	avareg	avareg	0	TOTAL
ExB15	ROW	avareg	avareg	avareg	avareg	0	to changes
ExB15	ROW	avareg	avareg	avareg	avareg	0	txs changes
ExB15	ROW	avareg	avareg	avareg	avareg	0	tms changes
ExB15	SSA	c1_r	c1_r	c1_r	c1_r	0.247834861278534	TOTAL
ExB15	SSA	c1_r	c1_r	c1_r	c1_r	0.0763494744896889	to changes
ExB15	SSA	c1_r	c1_r	c1_r	c1_r	0.191411718726158	txs changes
ExB15	SSA	c1_r	c1_r	c1_r	c1_r	-0.0199263449758291	tms changes
ExB15	EU	c1_r	c1_r	c1_r	c1_r	-0.0358430184423923	TOTAL
ExB15	EU	c1_r	c1_r	c1_r	c1_r	-0.0113803753629327	to changes
ExB15	EU	c1_r	c1_r	c1_r	c1_r	-0.0274700801819563	txs changes
ExB15	EU	c1_r	c1_r	c1_r	c1_r	0.00300743756815791	tms changes
ExB15	ROW	c1_r	c1_r	c1_r	c1_r	0.0177308917045593	TOTAL
ExB15	ROW	c1_r	c1_r	c1_r	c1_r	0.005694764200598	to changes
ExB15	ROW	c1_r	c1_r	c1_r	c1_r	0.013535737991333	txs changes
ExB15	ROW	c1_r	c1_r	c1_r	c1_r	-0.00149961095303297	tms changes
ExB15	SSA	c2_r	c2_r	c2_r	c2_r	0.987665832042694	TOTAL
ExB15	SSA	c2_r	c2_r	c2_r	c2_r	0.00256819953210652	to changes
ExB15	SSA	c2_r	c2_r	c2_r	c2_r	-0.0534964539110661	txs changes
ExB15	SSA	c2_r	c2_r	c2_r	c2_r	1.03856348991394	tms changes
ExB15	EU	c2_r	c2_r	c2_r	c2_r	-0.44827201962471	TOTAL
ExB15	EU	c2_r	c2_r	c2_r	c2_r	0.0133368028327823	to changes
ExB15	EU	c2_r	c2_r	c2_r	c2_r	-0.0568542778491974	txs changes
ExB15	EU	c2_r	c2_r	c2_r	c2_r	-0.404754638671875	tms changes
ExB15	ROW	c2_r	c2_r	c2_r	c2_r	0.291354477405548	TOTAL
ExB15	ROW	c2_r	c2_r	c2_r	c2_r	-0.00942176580429077	to changes
ExB15	ROW	c2_r	c2_r	c2_r	c2_r	0.0411645248532295	txs changes
ExB15	ROW	c2_r	c2_r	c2_r	c2_r	0.259611815214157	tms changes
ExB15	SSA	c3_r	c3_r	c3_r	c3_r	0.562736451625824	TOTAL
ExB15	SSA	c3_r	c3_r	c3_r	c3_r	-0.0170616302639246	to changes
ExB15	SSA	c3_r	c3_r	c3_r	c3_r	0.56795072555542	txs changes
ExB15	SSA	c3_r	c3_r	c3_r	c3_r	0.0118472073227167	tms changes
ExB15	EU	c3_r	c3_r	c3_r	c3_r	-0.401976108551025	TOTAL
ExB15	EU	c3_r	c3_r	c3_r	c3_r	0.0185828320682049	to changes
ExB15	EU	c3_r	c3_r	c3_r	c3_r	-0.274083703756332	txs changes
ExB15	EU	c3_r	c3_r	c3_r	c3_r	-0.146475315093994	tms changes
ExB15	ROW	c3_r	c3_r	c3_r	c3_r	0.257758885622025	TOTAL
ExB15	ROW	c3_r	c3_r	c3_r	c3_r	-0.0121351657435298	to changes
ExB15	ROW	c3_r	c3_r	c3_r	c3_r	0.171220153570175	txs changes
ExB15	ROW	c3_r	c3_r	c3_r	c3_r	0.0986738801002502	tms changes
ExB15	SSA	cgdslack	cgdslack	cgdslack	cgdslack	0	TOTAL
ExB15	SSA	cgdslack	cgdslack	cgdslack	cgdslack	0	to changes
ExB15	SSA	cgdslack	cgdslack	cgdslack	cgdslack	0	txs changes
ExB15	SSA	cgdslack	cgdslack	cgdslack	cgdslack	0	tms changes
ExB15	EU	cgdslack	cgdslack	cgdslack	cgdslack	0	TOTAL
ExB15	EU	cgdslack	cgdslack	cgdslack	cgdslack	0	to changes
ExB15	EU	cgdslack	cgdslack	cgdslack	cgdslack	0	txs changes
ExB15	EU	cgdslack	cgdslack	cgdslack	cgdslack	0	tms changes
ExB15	ROW	cgdslack	cgdslack	cgdslack	cgdslack	0	TOTAL
ExB15	ROW	cgdslack	cgdslack	cgdslack	cgdslack	0	to changes
ExB15	ROW	cgdslack	cgdslack	cgdslack	cgdslack	0	txs changes
ExB15	ROW	cgdslack	cgdslack	cgdslack	cgdslack	0	tms changes
ExB15	SSA	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	TOTAL
ExB15	SSA	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	to changes
ExB15	SSA	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	txs changes
ExB15	SSA	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	tms changes
ExB15	EU	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	TOTAL
ExB15	EU	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	to changes
ExB15	EU	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	txs changes
ExB15	EU	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	tms changes
ExB15	ROW	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	TOTAL
ExB15	ROW	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	to changes
ExB15	ROW	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	txs changes
ExB15	ROW	CNTdpar	CNTdpar	CNTdpar	CNTdpar	0	tms changes
ExB15	SSA	CNTendwr	CNTendwr	CNTendwr	CNTendwr	3.97962867282331e-05	TOTAL
ExB15	SSA	CNTendwr	CNTendwr	CNTendwr	CNTendwr	7.91431318702962e-07	to changes
ExB15	SSA	CNTendwr	CNTendwr	CNTendwr	CNTendwr	-1.77254059963161e-05	txs changes
ExB15	SSA	CNTendwr	CNTendwr	CNTendwr	CNTendwr	5.13228224008344e-05	tms changes
ExB15	EU	CNTendwr	CNTendwr	CNTendwr	CNTendwr	0.00123059959150851	TOTAL
ExB15	EU	CNTendwr	CNTendwr	CNTendwr	CNTendwr	-1.21516968647484e-05	to changes
ExB15	EU	CNTendwr	CNTendwr	CNTendwr	CNTendwr	1.89391575986519e-05	txs changes
ExB15	EU	CNTendwr	CNTendwr	CNTendwr	CNTendwr	0.000217304303077981	tms changes
ExB15	ROW	CNTendwr	CNTendwr	CNTendwr	CNTendwr	0.000145026948302984	TOTAL
ExB15	ROW	CNTendwr	CNTendwr	CNTendwr	CNTendwr	-5.42248017154634e-05	to changes
ExB15	ROW	CNTendwr	CNTendwr	CNTendwr	CNTendwr	0.000281751563306898	txs changes
ExB15	ROW	CNTendwr	CNTendwr	CNTendwr	CNTendwr	-1.65135352290235e-05	tms changes
ExB15	SSA	CNTkb	CNTkb	CNTkb	CNTkb	0	TOTAL
ExB15	SSA	CNTkb	CNTkb	CNTkb	CNTkb	0	to changes
ExB15	SSA	CNTkb	CNTkb	CNTkb	CNTkb	0	txs changes
ExB15	SSA	CNTkb	CNTkb	CNTkb	CNTkb	0	tms changes
ExB15	EU	CNTkb	CNTkb	CNTkb	CNTkb	0	TOTAL
ExB15	EU	CNTkb	CNTkb	CNTkb	CNTkb	0	to changes
ExB15	EU	CNTkb	CNTkb	CNTkb	CNTkb	0	txs changes
ExB15	EU	CNTkb	CNTkb	CNTkb	CNTkb	0	tms changes
ExB15	ROW	CNTkb	CNTkb	CNTkb	CNTkb	0	TOTAL
ExB15	ROW	CNTkb	CNTkb	CNTkb	CNTkb	0	to changes
ExB15	ROW	CNTkb	CNTkb	CNTkb	CNTkb	0	txs changes
ExB15	ROW	CNTkb	CNTkb	CNTkb	CNTkb	0	tms changes
ExB15	SSA	CNTpinv	CNTpinv	CNTpinv	CNTpinv	34.8875541687012	TOTAL
ExB15	SSA	CNTpinv	CNTpinv	CNTpinv	CNTpinv	1.78932678699493	to changes
ExB15	SSA	CNTpinv	CNTpinv	CNTpinv	CNTpinv	0.981567561626434	txs changes
ExB15	SSA	CNTpinv	CNTpinv	CNTpinv	CNTpinv	32.1166458129883	tms changes
ExB15	EU	CNTpinv	CNTpinv	CNTpinv	CNTpinv	311.408203125	TOTAL
ExB15	EU	CNTpinv	CNTpinv	CNTpinv	CNTpinv	51.6490898132324	to changes
ExB15	EU	CNTpinv	CNTpinv	CNTpinv	CNTpinv	157.183731079102	txs changes
ExB15	EU	CNTpinv	CNTpinv	CNTpinv	CNTpinv	102.575424194336	tms changes
ExB15	ROW	CNTpinv	CNTpinv	CNTpinv	CNTpinv	-344.759490966797	TOTAL
ExB15	ROW	CNTpinv	CNTpinv	CNTpinv	CNTpinv	-53.1347427368164	to changes
ExB15	ROW	CNTpinv	CNTpinv	CNTpinv	CNTpinv	-157.319030761719	txs changes
ExB15	ROW	CNTpinv	CNTpinv	CNTpinv	CNTpinv	-134.305694580078	tms changes
ExB15	SSA	CNTpop	CNTpop	CNTpop	CNTpop	0	TOTAL
ExB15	SSA	CNTpop	CNTpop	CNTpop	CNTpop	0	to changes
ExB15	SSA	CNTpop	CNTpop	CNTpop	CNTpop	0	txs changes
ExB15	SSA	CNTpop	CNTpop	CNTpop	CNTpop	0	tms changes
ExB15	EU	CNTpop	CNTpop	CNTpop	CNTpop	0	TOTAL
ExB15	EU	CNTpop	CNTpop	CNTpop	CNTpop	0	to changes
ExB15	EU	CNTpop	CNTpop	CNTpop	CNTpop	0	txs changes
ExB15	EU	CNTpop	CNTpop	CNTpop	CNTpop	0	tms changes
ExB15	ROW	CNTpop	CNTpop	CNTpop	CNTpop	0	TOTAL
ExB15	ROW	CNTpop	CNTpop	CNTpop	CNTpop	0	to changes
ExB15	ROW	CNTpop	CNTpop	CNTpop	CNTpop	0	txs changes
ExB15	ROW	CNTpop	CNTpop	CNTpop	CNTpop	0	tms changes
ExB15	SSA	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	TOTAL
ExB15	SSA	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	to changes
ExB15	SSA	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	txs changes
ExB15	SSA	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	tms changes
ExB15	EU	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	TOTAL
ExB15	EU	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	to changes
ExB15	EU	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	txs changes
ExB15	EU	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	tms changes
ExB15	ROW	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	TOTAL
ExB15	ROW	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	to changes
ExB15	ROW	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	txs changes
ExB15	ROW	CNTqfer	CNTqfer	CNTqfer	CNTqfer	0	tms changes
ExB15	SSA	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	65.5063629150391	TOTAL
ExB15	SSA	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	3.81468200683594	to changes
ExB15	SSA	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	59.420711517334	txs changes
ExB15	SSA	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	2.27095746994019	tms changes
ExB15	EU	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	1787.63720703125	TOTAL
ExB15	EU	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	175.719741821289	to changes
ExB15	EU	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	-590.380615234375	txs changes
ExB15	EU	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	2202.2978515625	tms changes
ExB15	ROW	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	-1796.14562988281	TOTAL
ExB15	ROW	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	-114.089073181152	to changes
ExB15	ROW	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	-2797.04345703125	txs changes
ExB15	ROW	CNTqmsr	CNTqmsr	CNTqmsr	CNTqmsr	1114.98693847656	tms changes
ExB15	SSA	CNTqor	CNTqor	CNTqor	CNTqor	-154.855880737305	TOTAL
ExB15	SSA	CNTqor	CNTqor	CNTqor	CNTqor	-15.0588426589966	to changes
ExB15	SSA	CNTqor	CNTqor	CNTqor	CNTqor	-33.9202461242676	txs changes
ExB15	SSA	CNTqor	CNTqor	CNTqor	CNTqor	-105.881187438965	tms changes
ExB15	EU	CNTqor	CNTqor	CNTqor	CNTqor	2623.00048828125	TOTAL
ExB15	EU	CNTqor	CNTqor	CNTqor	CNTqor	367.03857421875	to changes
ExB15	EU	CNTqor	CNTqor	CNTqor	CNTqor	1070.291015625	txs changes
ExB15	EU	CNTqor	CNTqor	CNTqor	CNTqor	1185.67126464844	tms changes
ExB15	ROW	CNTqor	CNTqor	CNTqor	CNTqor	-37.3079948425293	TOTAL
ExB15	ROW	CNTqor	CNTqor	CNTqor	CNTqor	-7.57835102081299	to changes
ExB15	ROW	CNTqor	CNTqor	CNTqor	CNTqor	32.3955993652344	txs changes
ExB15	ROW	CNTqor	CNTqor	CNTqor	CNTqor	-62.1252708435059	tms changes
ExB15	SSA	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	98.1474838256836	TOTAL
ExB15	SSA	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	12.2386589050293	to changes
ExB15	SSA	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-31.3066635131836	txs changes
ExB15	SSA	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	117.215515136719	tms changes
ExB15	EU	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	3423.16748046875	TOTAL
ExB15	EU	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	256.419616699219	to changes
ExB15	EU	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	3368.74267578125	txs changes
ExB15	EU	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-197.725051879883	tms changes
ExB15	ROW	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-1568.31042480469	TOTAL
ExB15	ROW	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-138.468719482422	to changes
ExB15	ROW	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-369.517822265625	txs changes
ExB15	ROW	CNTqxsr	CNTqxsr	CNTqxsr	CNTqxsr	-1060.31298828125	tms changes
ExB15	SSA	CNTtotr	CNTtotr	CNTtotr	CNTtotr	521.233093261719	TOTAL
ExB15	SSA	CNTtotr	CNTtotr	CNTtotr	CNTtotr	78.6967086791992	to changes
ExB15	SSA	CNTtotr	CNTtotr	CNTtotr	CNTtotr	-373.610382080078	txs changes
ExB15	SSA	CNTtotr	CNTtotr	CNTtotr	CNTtotr	816.146789550781	tms changes
ExB15	EU	CNTtotr	CNTtotr	CNTtotr	CNTtotr	-2201.04174804688	TOTAL
ExB15	EU	CNTtotr	CNTtotr	CNTtotr	CNTtotr	-384.625335693359	to changes
ExB15	EU	CNTtotr	CNTtotr	CNTtotr	CNTtotr	4493.9208984375	txs changes
ExB15	EU	CNTtotr	CNTtotr	CNTtotr	CNTtotr	-6310.3388671875	tms changes
ExB15	ROW	CNTtotr	CNTtotr	CNTtotr	CNTtotr	1657.68347167969	TOTAL
ExB15	ROW	CNTtotr	CNTtotr	CNTtotr	CNTtotr	302.913299560547	to changes
ExB15	ROW	CNTtotr	CNTtotr	CNTtotr	CNTtotr	-4096.25	txs changes
ExB15	ROW	CNTtotr	CNTtotr	CNTtotr	CNTtotr	5451.02294921875	tms changes
ExB15	SSA	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-0.000804155948571861	TOTAL
ExB15	SSA	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-7.98870678409003e-05	to changes
ExB15	SSA	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-0.000159850169438869	txs changes
ExB15	SSA	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-0.000564439338631928	tms changes
ExB15	EU	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	0.00224015163257718	TOTAL
ExB15	EU	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	0.00185135845094919	to changes
ExB15	EU	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	0.00166195165365934	txs changes
ExB15	EU	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-0.00127273018006235	tms changes
ExB15	ROW	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-0.00015396493836306	TOTAL
ExB15	ROW	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-1.26095183077268e-05	to changes
ExB15	ROW	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-8.79766084835865e-05	txs changes
ExB15	ROW	del_indtaxr	del_indtaxr	del_indtaxr	del_indtaxr	-5.33788661414292e-05	tms changes
ExB15	SSA	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	0.000317604455631226	TOTAL
ExB15	SSA	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	3.98356751247775e-05	to changes
ExB15	SSA	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-0.000106677543953992	txs changes
ExB15	SSA	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	0.000384446437237784	tms changes
ExB15	EU	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	0.00164733652491122	TOTAL
ExB15	EU	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	2.58574837062042e-05	to changes
ExB15	EU	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	0.00164501753170043	txs changes
ExB15	EU	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-2.20629990508314e-05	tms changes
ExB15	ROW	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-9.23879124457017e-05	TOTAL
ExB15	ROW	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-8.15630755823804e-06	to changes
ExB15	ROW	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-2.23641782213235e-05	txs changes
ExB15	ROW	del_taxrexp	del_taxrexp	del_taxrexp	del_taxrexp	-6.18674312136136e-05	tms changes
ExB15	SSA	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	TOTAL
ExB15	SSA	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	to changes
ExB15	SSA	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	txs changes
ExB15	SSA	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	tms changes
ExB15	EU	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	TOTAL
ExB15	EU	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	to changes
ExB15	EU	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	txs changes
ExB15	EU	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	tms changes
ExB15	ROW	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	TOTAL
ExB15	ROW	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	to changes
ExB15	ROW	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	txs changes
ExB15	ROW	del_taxrfu	del_taxrfu	del_taxrfu	del_taxrfu	0	tms changes
ExB15	SSA	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	1.24015400615463e-07	TOTAL
ExB15	SSA	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	3.49283268974432e-08	to changes
ExB15	SSA	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-4.16553774584827e-07	txs changes
ExB15	SSA	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	5.0563954800964e-07	tms changes
ExB15	EU	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	1.59866289095589e-07	TOTAL
ExB15	EU	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-1.11690974335943e-06	to changes
ExB15	EU	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	2.58594667457146e-07	txs changes
ExB15	EU	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	1.01817931863479e-06	tms changes
ExB15	ROW	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-2.64410942918403e-07	TOTAL
ExB15	ROW	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-2.16529887353545e-08	to changes
ExB15	ROW	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-1.85447831313468e-07	txs changes
ExB15	ROW	del_taxrgc	del_taxrgc	del_taxrgc	del_taxrgc	-5.731011754051e-08	tms changes
ExB15	SSA	del_taxric	del_taxric	del_taxric	del_taxric	-6.01993742748164e-05	TOTAL
ExB15	SSA	del_taxric	del_taxric	del_taxric	del_taxric	-5.89083720115013e-06	to changes
ExB15	SSA	del_taxric	del_taxric	del_taxric	del_taxric	-5.61129354537115e-06	txs changes
ExB15	SSA	del_taxric	del_taxric	del_taxric	del_taxric	-4.86972385260742e-05	tms changes
ExB15	EU	del_taxric	del_taxric	del_taxric	del_taxric	-8.55654832321306e-07	TOTAL
ExB15	EU	del_taxric	del_taxric	del_taxric	del_taxric	-3.55092424797476e-06	to changes
ExB15	EU	del_taxric	del_taxric	del_taxric	del_taxric	-2.69948100140027e-06	txs changes
ExB15	EU	del_taxric	del_taxric	del_taxric	del_taxric	5.39475104233134e-06	tms changes
ExB15	ROW	del_taxric	del_taxric	del_taxric	del_taxric	-3.14252952193783e-06	TOTAL
ExB15	ROW	del_taxric	del_taxric	del_taxric	del_taxric	1.85520391937644e-07	to changes
ExB15	ROW	del_taxric	del_taxric	del_taxric	del_taxric	-4.7795015234442e-07	txs changes
ExB15	ROW	del_taxric	del_taxric	del_taxric	del_taxric	-2.85009605249797e-06	tms changes
ExB15	SSA	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-1.84709333552746e-05	TOTAL
ExB15	SSA	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-9.29999532672809e-06	to changes
ExB15	SSA	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	0.000125146936625242	txs changes
ExB15	SSA	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-0.000134389207232744	tms changes
ExB15	EU	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-0.00154956162441522	TOTAL
ExB15	EU	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	2.31709782383405e-05	to changes
ExB15	EU	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-6.90770175424404e-05	txs changes
ExB15	EU	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-0.00150365591980517	tms changes
ExB15	ROW	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-2.46808267547749e-05	TOTAL
ExB15	ROW	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-1.07749110611621e-06	to changes
ExB15	ROW	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	-5.98661754338536e-05	txs changes
ExB15	ROW	del_taxrimp	del_taxrimp	del_taxrimp	del_taxrimp	3.62665705324616e-05	tms changes
ExB15	SSA	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-9.73718328189932e-10	TOTAL
ExB15	SSA	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-9.31985044694272e-11	to changes
ExB15	SSA	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-2.3838578333546e-10	txs changes
ExB15	SSA	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-6.42133901607167e-10	tms changes
ExB15	EU	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	1.30446417556662e-10	TOTAL
ExB15	EU	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	2.00974917263785e-10	to changes
ExB15	EU	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	1.43724851464633e-10	txs changes
ExB15	EU	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-2.1425332341618e-10	tms changes
ExB15	ROW	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-1.84889992205228e-10	TOTAL
ExB15	ROW	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-1.57393004879269e-11	to changes
ExB15	ROW	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-8.77657113651509e-11	txs changes
ExB15	ROW	del_taxrinc	del_taxrinc	del_taxrinc	del_taxrinc	-8.13849612701922e-11	tms changes
ExB15	SSA	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-0.000303534849081188	TOTAL
ExB15	SSA	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-3.13137206831016e-05	to changes
ExB15	SSA	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-3.32256095134653e-05	txs changes
ExB15	SSA	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-0.000238995489780791	tms changes
ExB15	EU	del_taxriu	del_taxriu	del_taxriu	del_taxriu	6.71266479912447e-06	TOTAL
ExB15	EU	del_taxriu	del_taxriu	del_taxriu	del_taxriu	5.95138590142597e-06	to changes
ExB15	EU	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-4.09894937547506e-06	txs changes
ExB15	EU	del_taxriu	del_taxriu	del_taxriu	del_taxriu	4.86022736367886e-06	tms changes
ExB15	ROW	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-2.08570272661746e-05	TOTAL
ExB15	ROW	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-1.96883479475218e-06	to changes
ExB15	ROW	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-7.11630173100275e-06	txs changes
ExB15	ROW	del_taxriu	del_taxriu	del_taxriu	del_taxriu	-1.17718955152668e-05	tms changes
ExB15	SSA	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-0.000754912209231406	TOTAL
ExB15	SSA	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-7.45206561987288e-05	to changes
ExB15	SSA	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-0.000145463578519411	txs changes
ExB15	SSA	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-0.000534955062903464	tms changes
ExB15	EU	del_taxrout	del_taxrout	del_taxrout	del_taxrout	0.00213844166137278	TOTAL
ExB15	EU	del_taxrout	del_taxrout	del_taxrout	del_taxrout	0.00179518410004675	to changes
ExB15	EU	del_taxrout	del_taxrout	del_taxrout	del_taxrout	9.35233983909711e-05	txs changes
ExB15	EU	del_taxrout	del_taxrout	del_taxrout	del_taxrout	0.000249734352109954	tms changes
ExB15	ROW	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-5.14070461576921e-06	TOTAL
ExB15	ROW	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-9.91440174402669e-07	to changes
