Experiment	Region	Variable	GTAPVar	Description	Unit	Value	Type
ExB15	ROW	del_taxrout	del_taxrout	del_taxrout	del_taxrout	1.00685338111361e-05	txs changes
ExB15	ROW	del_taxrout	del_taxrout	del_taxrout	del_taxrout	-1.42178168971441e-05	tms changes
ExB15	SSA	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	1.53042929014191e-05	TOTAL
ExB15	SSA	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	1.26754071061441e-06	to changes
ExB15	SSA	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	6.39101699562161e-06	txs changes
ExB15	SSA	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	7.64576998335542e-06	tms changes
ExB15	EU	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-1.67684549978731e-06	TOTAL
ExB15	EU	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	5.8389541663928e-06	to changes
ExB15	EU	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-9.72225734585663e-07	txs changes
ExB15	EU	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-6.54359155305428e-06	tms changes
ExB15	ROW	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-7.4952754403057e-06	TOTAL
ExB15	ROW	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-5.79314246351714e-07	to changes
ExB15	ROW	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	-8.03509101388045e-06	txs changes
ExB15	ROW	del_taxrpc	del_taxrpc	del_taxrpc	del_taxrpc	1.11912106603995e-06	tms changes
ExB15	SSA	del_tbal	del_tbal	del_tbal	del_tbal	23.8323764801025	TOTAL
ExB15	SSA	del_tbal	del_tbal	del_tbal	del_tbal	-0.533648014068604	to changes
ExB15	SSA	del_tbal	del_tbal	del_tbal	del_tbal	-4.8773398399353	txs changes
ExB15	SSA	del_tbal	del_tbal	del_tbal	del_tbal	29.2440319061279	tms changes
ExB15	EU	del_tbal	del_tbal	del_tbal	del_tbal	-511.164855957031	TOTAL
ExB15	EU	del_tbal	del_tbal	del_tbal	del_tbal	410.43359375	to changes
ExB15	EU	del_tbal	del_tbal	del_tbal	del_tbal	372.618194580078	txs changes
ExB15	EU	del_tbal	del_tbal	del_tbal	del_tbal	-1294.21130371094	tms changes
ExB15	ROW	del_tbal	del_tbal	del_tbal	del_tbal	487.342071533203	TOTAL
ExB15	ROW	del_tbal	del_tbal	del_tbal	del_tbal	-409.899261474609	to changes
ExB15	ROW	del_tbal	del_tbal	del_tbal	del_tbal	-367.742736816406	txs changes
ExB15	ROW	del_tbal	del_tbal	del_tbal	del_tbal	1264.97692871094	tms changes
ExB15	SSA	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.000107071100501344	TOTAL
ExB15	SSA	del_tbalry	del_tbalry	del_tbalry	del_tbalry	7.50608614907833e-06	to changes
ExB15	SSA	del_tbalry	del_tbalry	del_tbalry	del_tbalry	-1.13067389975186e-05	txs changes
ExB15	SSA	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.000110874207166489	tms changes
ExB15	EU	del_tbalry	del_tbalry	del_tbalry	del_tbalry	-0.00219670822843909	TOTAL
ExB15	EU	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.00151287042535841	to changes
ExB15	EU	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.00138115498702973	txs changes
ExB15	EU	del_tbalry	del_tbalry	del_tbalry	del_tbalry	-0.00509071024134755	tms changes
ExB15	ROW	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.00208967505022883	TOTAL
ExB15	ROW	del_tbalry	del_tbalry	del_tbalry	del_tbalry	-0.00152037455700338	to changes
ExB15	ROW	del_tbalry	del_tbalry	del_tbalry	del_tbalry	-0.00136985629796982	txs changes
ExB15	ROW	del_tbalry	del_tbalry	del_tbalry	del_tbalry	0.00497987680137157	tms changes
ExB15	SSA	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-0.000804156938102096	TOTAL
ExB15	SSA	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-7.9887147876434e-05	to changes
ExB15	SSA	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-0.000159850416821428	txs changes
ExB15	SSA	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-0.000564439978916198	tms changes
ExB15	EU	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	0.00224015163257718	TOTAL
ExB15	EU	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	0.00185135856736451	to changes
ExB15	EU	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	0.00166195177007467	txs changes
ExB15	EU	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-0.001272730412893	tms changes
ExB15	ROW	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-0.000153965142089874	TOTAL
ExB15	ROW	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-1.26095355881262e-05	to changes
ExB15	ROW	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-8.79766957950778e-05	txs changes
ExB15	ROW	del_ttaxr	del_ttaxr	del_ttaxr	del_ttaxr	-5.33789498149417e-05	tms changes
ExB15	SSA	dpav	dpav	dpav	dpav	0	TOTAL
ExB15	SSA	dpav	dpav	dpav	dpav	0	to changes
ExB15	SSA	dpav	dpav	dpav	dpav	0	txs changes
ExB15	SSA	dpav	dpav	dpav	dpav	0	tms changes
ExB15	EU	dpav	dpav	dpav	dpav	0	TOTAL
ExB15	EU	dpav	dpav	dpav	dpav	0	to changes
ExB15	EU	dpav	dpav	dpav	dpav	0	txs changes
ExB15	EU	dpav	dpav	dpav	dpav	0	tms changes
ExB15	ROW	dpav	dpav	dpav	dpav	0	TOTAL
ExB15	ROW	dpav	dpav	dpav	dpav	0	to changes
ExB15	ROW	dpav	dpav	dpav	dpav	0	txs changes
ExB15	ROW	dpav	dpav	dpav	dpav	0	tms changes
ExB15	SSA	dpavev	dpavev	dpavev	dpavev	0	TOTAL
ExB15	SSA	dpavev	dpavev	dpavev	dpavev	0	to changes
ExB15	SSA	dpavev	dpavev	dpavev	dpavev	0	txs changes
ExB15	SSA	dpavev	dpavev	dpavev	dpavev	0	tms changes
ExB15	EU	dpavev	dpavev	dpavev	dpavev	0	TOTAL
ExB15	EU	dpavev	dpavev	dpavev	dpavev	0	to changes
ExB15	EU	dpavev	dpavev	dpavev	dpavev	0	txs changes
ExB15	EU	dpavev	dpavev	dpavev	dpavev	0	tms changes
ExB15	ROW	dpavev	dpavev	dpavev	dpavev	0	TOTAL
ExB15	ROW	dpavev	dpavev	dpavev	dpavev	0	to changes
ExB15	ROW	dpavev	dpavev	dpavev	dpavev	0	txs changes
ExB15	ROW	dpavev	dpavev	dpavev	dpavev	0	tms changes
ExB15	SSA	dpgov	dpgov	dpgov	dpgov	0	TOTAL
ExB15	SSA	dpgov	dpgov	dpgov	dpgov	0	to changes
ExB15	SSA	dpgov	dpgov	dpgov	dpgov	0	txs changes
ExB15	SSA	dpgov	dpgov	dpgov	dpgov	0	tms changes
ExB15	EU	dpgov	dpgov	dpgov	dpgov	0	TOTAL
ExB15	EU	dpgov	dpgov	dpgov	dpgov	0	to changes
ExB15	EU	dpgov	dpgov	dpgov	dpgov	0	txs changes
ExB15	EU	dpgov	dpgov	dpgov	dpgov	0	tms changes
ExB15	ROW	dpgov	dpgov	dpgov	dpgov	0	TOTAL
ExB15	ROW	dpgov	dpgov	dpgov	dpgov	0	to changes
ExB15	ROW	dpgov	dpgov	dpgov	dpgov	0	txs changes
ExB15	ROW	dpgov	dpgov	dpgov	dpgov	0	tms changes
ExB15	SSA	dppriv	dppriv	dppriv	dppriv	0	TOTAL
ExB15	SSA	dppriv	dppriv	dppriv	dppriv	0	to changes
ExB15	SSA	dppriv	dppriv	dppriv	dppriv	0	txs changes
ExB15	SSA	dppriv	dppriv	dppriv	dppriv	0	tms changes
ExB15	EU	dppriv	dppriv	dppriv	dppriv	0	TOTAL
ExB15	EU	dppriv	dppriv	dppriv	dppriv	0	to changes
ExB15	EU	dppriv	dppriv	dppriv	dppriv	0	txs changes
ExB15	EU	dppriv	dppriv	dppriv	dppriv	0	tms changes
ExB15	ROW	dppriv	dppriv	dppriv	dppriv	0	TOTAL
ExB15	ROW	dppriv	dppriv	dppriv	dppriv	0	to changes
ExB15	ROW	dppriv	dppriv	dppriv	dppriv	0	txs changes
ExB15	ROW	dppriv	dppriv	dppriv	dppriv	0	tms changes
ExB15	SSA	dpsave	dpsave	dpsave	dpsave	0	TOTAL
ExB15	SSA	dpsave	dpsave	dpsave	dpsave	0	to changes
ExB15	SSA	dpsave	dpsave	dpsave	dpsave	0	txs changes
ExB15	SSA	dpsave	dpsave	dpsave	dpsave	0	tms changes
ExB15	EU	dpsave	dpsave	dpsave	dpsave	0	TOTAL
ExB15	EU	dpsave	dpsave	dpsave	dpsave	0	to changes
ExB15	EU	dpsave	dpsave	dpsave	dpsave	0	txs changes
ExB15	EU	dpsave	dpsave	dpsave	dpsave	0	tms changes
ExB15	ROW	dpsave	dpsave	dpsave	dpsave	0	TOTAL
ExB15	ROW	dpsave	dpsave	dpsave	dpsave	0	to changes
ExB15	ROW	dpsave	dpsave	dpsave	dpsave	0	txs changes
ExB15	ROW	dpsave	dpsave	dpsave	dpsave	0	tms changes
ExB15	SSA	dpsum	dpsum	dpsum	dpsum	0	TOTAL
ExB15	SSA	dpsum	dpsum	dpsum	dpsum	0	to changes
ExB15	SSA	dpsum	dpsum	dpsum	dpsum	0	txs changes
ExB15	SSA	dpsum	dpsum	dpsum	dpsum	0	tms changes
ExB15	EU	dpsum	dpsum	dpsum	dpsum	0	TOTAL
ExB15	EU	dpsum	dpsum	dpsum	dpsum	0	to changes
ExB15	EU	dpsum	dpsum	dpsum	dpsum	0	txs changes
ExB15	EU	dpsum	dpsum	dpsum	dpsum	0	tms changes
ExB15	ROW	dpsum	dpsum	dpsum	dpsum	0	TOTAL
ExB15	ROW	dpsum	dpsum	dpsum	dpsum	0	to changes
ExB15	ROW	dpsum	dpsum	dpsum	dpsum	0	txs changes
ExB15	ROW	dpsum	dpsum	dpsum	dpsum	0	tms changes
ExB15	SSA	EV	EV	EV	EV	524.71044921875	TOTAL
ExB15	SSA	EV	EV	EV	EV	80.1975936889648	to changes
ExB15	SSA	EV	EV	EV	EV	-435.100372314453	txs changes
ExB15	SSA	EV	EV	EV	EV	879.612915039062	tms changes
ExB15	EU	EV	EV	EV	EV	6254.76513671875	TOTAL
ExB15	EU	EV	EV	EV	EV	437.446746826172	to changes
ExB15	EU	EV	EV	EV	EV	8692.146484375	txs changes
ExB15	EU	EV	EV	EV	EV	-2874.82543945312	tms changes
ExB15	ROW	EV	EV	EV	EV	-2886.939453125	TOTAL
ExB15	ROW	EV	EV	EV	EV	-61.9099006652832	to changes
ExB15	ROW	EV	EV	EV	EV	-8232.9814453125	txs changes
ExB15	ROW	EV	EV	EV	EV	5407.95361328125	tms changes
ExB15	SSA	EV_ALT	EV_ALT	EV_ALT	EV_ALT	524.7109375	TOTAL
ExB15	SSA	EV_ALT	EV_ALT	EV_ALT	EV_ALT	80.1976547241211	to changes
ExB15	SSA	EV_ALT	EV_ALT	EV_ALT	EV_ALT	-435.100250244141	txs changes
ExB15	SSA	EV_ALT	EV_ALT	EV_ALT	EV_ALT	879.61328125	tms changes
ExB15	EU	EV_ALT	EV_ALT	EV_ALT	EV_ALT	6254.7744140625	TOTAL
ExB15	EU	EV_ALT	EV_ALT	EV_ALT	EV_ALT	437.447082519531	to changes
ExB15	EU	EV_ALT	EV_ALT	EV_ALT	EV_ALT	8692.1484375	txs changes
ExB15	EU	EV_ALT	EV_ALT	EV_ALT	EV_ALT	-2874.82299804688	tms changes
ExB15	ROW	EV_ALT	EV_ALT	EV_ALT	EV_ALT	-2886.93041992188	TOTAL
ExB15	ROW	EV_ALT	EV_ALT	EV_ALT	EV_ALT	-61.9089164733887	to changes
ExB15	ROW	EV_ALT	EV_ALT	EV_ALT	EV_ALT	-8232.9736328125	txs changes
ExB15	ROW	EV_ALT	EV_ALT	EV_ALT	EV_ALT	5407.95361328125	tms changes
ExB15	SSA	fincome	fincome	fincome	fincome	1.82473254203796	TOTAL
ExB15	SSA	fincome	fincome	fincome	fincome	0.195765063166618	to changes
ExB15	SSA	fincome	fincome	fincome	fincome	0.262847125530243	txs changes
ExB15	SSA	fincome	fincome	fincome	fincome	1.36617743968964	tms changes
ExB15	EU	fincome	fincome	fincome	fincome	-0.954416573047638	TOTAL
ExB15	EU	fincome	fincome	fincome	fincome	-0.121460691094398	to changes
ExB15	EU	fincome	fincome	fincome	fincome	-0.331999272108078	txs changes
ExB15	EU	fincome	fincome	fincome	fincome	-0.500956833362579	tms changes
ExB15	ROW	fincome	fincome	fincome	fincome	0.382128149271011	TOTAL
ExB15	ROW	fincome	fincome	fincome	fincome	0.0466565378010273	to changes
ExB15	ROW	fincome	fincome	fincome	fincome	0.136809140443802	txs changes
ExB15	ROW	fincome	fincome	fincome	fincome	0.198662519454956	tms changes
ExB15	SSA	incomeslack	incomeslack	incomeslack	incomeslack	0	TOTAL
ExB15	SSA	incomeslack	incomeslack	incomeslack	incomeslack	0	to changes
ExB15	SSA	incomeslack	incomeslack	incomeslack	incomeslack	0	txs changes
ExB15	SSA	incomeslack	incomeslack	incomeslack	incomeslack	0	tms changes
ExB15	EU	incomeslack	incomeslack	incomeslack	incomeslack	0	TOTAL
ExB15	EU	incomeslack	incomeslack	incomeslack	incomeslack	0	to changes
ExB15	EU	incomeslack	incomeslack	incomeslack	incomeslack	0	txs changes
ExB15	EU	incomeslack	incomeslack	incomeslack	incomeslack	0	tms changes
ExB15	ROW	incomeslack	incomeslack	incomeslack	incomeslack	0	TOTAL
ExB15	ROW	incomeslack	incomeslack	incomeslack	incomeslack	0	to changes
ExB15	ROW	incomeslack	incomeslack	incomeslack	incomeslack	0	txs changes
ExB15	ROW	incomeslack	incomeslack	incomeslack	incomeslack	0	tms changes
ExB15	SSA	kb	kb	kb	kb	0	TOTAL
ExB15	SSA	kb	kb	kb	kb	0	to changes
ExB15	SSA	kb	kb	kb	kb	0	txs changes
ExB15	SSA	kb	kb	kb	kb	0	tms changes
ExB15	EU	kb	kb	kb	kb	0	TOTAL
ExB15	EU	kb	kb	kb	kb	0	to changes
ExB15	EU	kb	kb	kb	kb	0	txs changes
ExB15	EU	kb	kb	kb	kb	0	tms changes
ExB15	ROW	kb	kb	kb	kb	0	TOTAL
ExB15	ROW	kb	kb	kb	kb	0	to changes
ExB15	ROW	kb	kb	kb	kb	0	txs changes
ExB15	ROW	kb	kb	kb	kb	0	tms changes
ExB15	SSA	ke	ke	ke	ke	0.000622981227934361	TOTAL
ExB15	SSA	ke	ke	ke	ke	0.000348226865753531	to changes
ExB15	SSA	ke	ke	ke	ke	0.000251074670813978	txs changes
ExB15	SSA	ke	ke	ke	ke	2.38841475947993e-05	tms changes
ExB15	EU	ke	ke	ke	ke	0.000979404896497726	TOTAL
ExB15	EU	ke	ke	ke	ke	0.000547456438653171	to changes
ExB15	EU	ke	ke	ke	ke	0.000394720933400095	txs changes
ExB15	EU	ke	ke	ke	ke	3.75488707504701e-05	tms changes
ExB15	ROW	ke	ke	ke	ke	0.00171174760907888	TOTAL
ExB15	ROW	ke	ke	ke	ke	0.000956812989898026	to changes
ExB15	ROW	ke	ke	ke	ke	0.000689870619680732	txs changes
ExB15	ROW	ke	ke	ke	ke	6.56257616356015e-05	tms changes
ExB15	SSA	p	p	p	p	1.53768455982208	TOTAL
ExB15	SSA	p	p	p	p	0.157018288969994	to changes
ExB15	SSA	p	p	p	p	0.402327805757523	txs changes
ExB15	SSA	p	p	p	p	0.978338658809662	tms changes
ExB15	EU	p	p	p	p	-0.799565136432648	TOTAL
ExB15	EU	p	p	p	p	0.0724577978253365	to changes
ExB15	EU	p	p	p	p	-0.272784650325775	txs changes
ExB15	EU	p	p	p	p	-0.599238336086273	tms changes
ExB15	ROW	p	p	p	p	0.381422340869904	TOTAL
ExB15	ROW	p	p	p	p	0.0456032119691372	to changes
ExB15	ROW	p	p	p	p	0.173986330628395	txs changes
ExB15	ROW	p	p	p	p	0.161832913756371	tms changes
ExB15	SSA	pdw	pdw	pdw	pdw	0.624179840087891	TOTAL
ExB15	SSA	pdw	pdw	pdw	pdw	0.042132630944252	to changes
ExB15	SSA	pdw	pdw	pdw	pdw	0.685786545276642	txs changes
ExB15	SSA	pdw	pdw	pdw	pdw	-0.103739246726036	tms changes
ExB15	EU	pdw	pdw	pdw	pdw	-0.292870223522186	TOTAL
ExB15	EU	pdw	pdw	pdw	pdw	0.092229001224041	to changes
ExB15	EU	pdw	pdw	pdw	pdw	-0.119921676814556	txs changes
ExB15	EU	pdw	pdw	pdw	pdw	-0.265175342559814	tms changes
ExB15	ROW	pdw	pdw	pdw	pdw	0.272953152656555	TOTAL
ExB15	ROW	pdw	pdw	pdw	pdw	0.0323679782450199	to changes
ExB15	ROW	pdw	pdw	pdw	pdw	0.252313137054443	txs changes
ExB15	ROW	pdw	pdw	pdw	pdw	-0.0117279896512628	tms changes
ExB15	SSA	pfactor	pfactor	pfactor	pfactor	1.69673812389374	TOTAL
ExB15	SSA	pfactor	pfactor	pfactor	pfactor	0.182597160339355	to changes
ExB15	SSA	pfactor	pfactor	pfactor	pfactor	0.246850743889809	txs changes
ExB15	SSA	pfactor	pfactor	pfactor	pfactor	1.26734507083893	tms changes
ExB15	EU	pfactor	pfactor	pfactor	pfactor	-0.924578607082367	TOTAL
ExB15	EU	pfactor	pfactor	pfactor	pfactor	-0.11297420412302	to changes
ExB15	EU	pfactor	pfactor	pfactor	pfactor	-0.320687383413315	txs changes
ExB15	EU	pfactor	pfactor	pfactor	pfactor	-0.490917056798935	tms changes
ExB15	ROW	pfactor	pfactor	pfactor	pfactor	0.367207288742065	TOTAL
ExB15	ROW	pfactor	pfactor	pfactor	pfactor	0.0452532656490803	to changes
ExB15	ROW	pfactor	pfactor	pfactor	pfactor	0.132674619555473	txs changes
ExB15	ROW	pfactor	pfactor	pfactor	pfactor	0.189279437065125	tms changes
ExB15	SSA	pgdp	pgdp	pgdp	pgdp	1.6392377614975	TOTAL
ExB15	SSA	pgdp	pgdp	pgdp	pgdp	0.176031470298767	to changes
ExB15	SSA	pgdp	pgdp	pgdp	pgdp	0.252284705638885	txs changes
ExB15	SSA	pgdp	pgdp	pgdp	pgdp	1.21096646785736	tms changes
ExB15	EU	pgdp	pgdp	pgdp	pgdp	-0.813509345054626	TOTAL
ExB15	EU	pgdp	pgdp	pgdp	pgdp	0.0526186712086201	to changes
ExB15	EU	pgdp	pgdp	pgdp	pgdp	-0.213038727641106	txs changes
ExB15	EU	pgdp	pgdp	pgdp	pgdp	-0.65308940410614	tms changes
ExB15	ROW	pgdp	pgdp	pgdp	pgdp	0.374598294496536	TOTAL
ExB15	ROW	pgdp	pgdp	pgdp	pgdp	0.0457121394574642	to changes
ExB15	ROW	pgdp	pgdp	pgdp	pgdp	0.144495889544487	txs changes
ExB15	ROW	pgdp	pgdp	pgdp	pgdp	0.184390306472778	tms changes
ExB15	SSA	pgov	pgov	pgov	pgov	1.30123174190521	TOTAL
ExB15	SSA	pgov	pgov	pgov	pgov	0.141571193933487	to changes
ExB15	SSA	pgov	pgov	pgov	pgov	0.206736028194427	txs changes
ExB15	SSA	pgov	pgov	pgov	pgov	0.952972829341888	tms changes
ExB15	EU	pgov	pgov	pgov	pgov	-0.826979398727417	TOTAL
ExB15	EU	pgov	pgov	pgov	pgov	-0.0512725971639156	to changes
ExB15	EU	pgov	pgov	pgov	pgov	-0.277413636445999	txs changes
ExB15	EU	pgov	pgov	pgov	pgov	-0.498293340206146	tms changes
ExB15	ROW	pgov	pgov	pgov	pgov	0.294847160577774	TOTAL
ExB15	ROW	pgov	pgov	pgov	pgov	0.0385811850428581	to changes
ExB15	ROW	pgov	pgov	pgov	pgov	0.113386087119579	txs changes
ExB15	ROW	pgov	pgov	pgov	pgov	0.142879948019981	tms changes
ExB15	SSA	pinv	pinv	pinv	pinv	0.926695287227631	TOTAL
ExB15	SSA	pinv	pinv	pinv	pinv	0.103376187384129	to changes
ExB15	SSA	pinv	pinv	pinv	pinv	0.150612816214561	txs changes
ExB15	SSA	pinv	pinv	pinv	pinv	0.672748565673828	tms changes
ExB15	EU	pinv	pinv	pinv	pinv	-0.726988554000854	TOTAL
ExB15	EU	pinv	pinv	pinv	pinv	-0.0567761436104774	to changes
ExB15	EU	pinv	pinv	pinv	pinv	-0.245779380202293	txs changes
ExB15	EU	pinv	pinv	pinv	pinv	-0.42443311214447	tms changes
ExB15	ROW	pinv	pinv	pinv	pinv	0.261816114187241	TOTAL
ExB15	ROW	pinv	pinv	pinv	pinv	0.0353414788842201	to changes
ExB15	ROW	pinv	pinv	pinv	pinv	0.103471137583256	txs changes
ExB15	ROW	pinv	pinv	pinv	pinv	0.123003527522087	tms changes
ExB15	SSA	pmwreg	pmwreg	pmwreg	pmwreg	0.62417995929718	TOTAL
ExB15	SSA	pmwreg	pmwreg	pmwreg	pmwreg	0.042132630944252	to changes
ExB15	SSA	pmwreg	pmwreg	pmwreg	pmwreg	0.685786426067352	txs changes
ExB15	SSA	pmwreg	pmwreg	pmwreg	pmwreg	-0.103739246726036	tms changes
ExB15	EU	pmwreg	pmwreg	pmwreg	pmwreg	-0.292870223522186	TOTAL
ExB15	EU	pmwreg	pmwreg	pmwreg	pmwreg	0.092229001224041	to changes
ExB15	EU	pmwreg	pmwreg	pmwreg	pmwreg	-0.119921676814556	txs changes
ExB15	EU	pmwreg	pmwreg	pmwreg	pmwreg	-0.265175342559814	tms changes
ExB15	ROW	pmwreg	pmwreg	pmwreg	pmwreg	0.272953152656555	TOTAL
ExB15	ROW	pmwreg	pmwreg	pmwreg	pmwreg	0.0323679782450199	to changes
ExB15	ROW	pmwreg	pmwreg	pmwreg	pmwreg	0.252313137054443	txs changes
ExB15	ROW	pmwreg	pmwreg	pmwreg	pmwreg	-0.0117279877886176	tms changes
ExB15	SSA	pop	pop	pop	pop	0	TOTAL
ExB15	SSA	pop	pop	pop	pop	0	to changes
ExB15	SSA	pop	pop	pop	pop	0	txs changes
ExB15	SSA	pop	pop	pop	pop	0	tms changes
ExB15	EU	pop	pop	pop	pop	0	TOTAL
ExB15	EU	pop	pop	pop	pop	0	to changes
ExB15	EU	pop	pop	pop	pop	0	txs changes
ExB15	EU	pop	pop	pop	pop	0	tms changes
ExB15	ROW	pop	pop	pop	pop	0	TOTAL
ExB15	ROW	pop	pop	pop	pop	0	to changes
ExB15	ROW	pop	pop	pop	pop	0	txs changes
ExB15	ROW	pop	pop	pop	pop	0	tms changes
ExB15	SSA	ppriv	ppriv	ppriv	ppriv	1.62365710735321	TOTAL
ExB15	SSA	ppriv	ppriv	ppriv	ppriv	0.163239181041718	to changes
ExB15	SSA	ppriv	ppriv	ppriv	ppriv	0.462254136800766	txs changes
ExB15	SSA	ppriv	ppriv	ppriv	ppriv	0.998163521289825	tms changes
ExB15	EU	ppriv	ppriv	ppriv	ppriv	-0.80236405134201	TOTAL
ExB15	EU	ppriv	ppriv	ppriv	ppriv	0.127818822860718	to changes
ExB15	EU	ppriv	ppriv	ppriv	ppriv	-0.275525659322739	txs changes
ExB15	EU	ppriv	ppriv	ppriv	ppriv	-0.654657185077667	tms changes
ExB15	ROW	ppriv	ppriv	ppriv	ppriv	0.416845619678497	TOTAL
ExB15	ROW	ppriv	ppriv	ppriv	ppriv	0.0485277101397514	to changes
ExB15	ROW	ppriv	ppriv	ppriv	ppriv	0.197808936238289	txs changes
ExB15	ROW	ppriv	ppriv	ppriv	ppriv	0.170509040355682	tms changes
ExB15	SSA	psave	psave	psave	psave	0.947730183601379	TOTAL
ExB15	SSA	psave	psave	psave	psave	0.105345606803894	to changes
ExB15	SSA	psave	psave	psave	psave	0.157730013132095	txs changes
ExB15	SSA	psave	psave	psave	psave	0.684695184230804	tms changes
ExB15	EU	psave	psave	psave	psave	-0.706298232078552	TOTAL
ExB15	EU	psave	psave	psave	psave	-0.0548395439982414	to changes
ExB15	EU	psave	psave	psave	psave	-0.238748118281364	txs changes
ExB15	EU	psave	psave	psave	psave	-0.412710666656494	tms changes
ExB15	ROW	psave	psave	psave	psave	0.282712519168854	TOTAL
ExB15	ROW	psave	psave	psave	psave	0.0372972935438156	to changes
ExB15	ROW	psave	psave	psave	psave	0.110565766692162	txs changes
ExB15	ROW	psave	psave	psave	psave	0.134849488735199	tms changes
ExB15	SSA	psaveslack	psaveslack	psaveslack	psaveslack	0	TOTAL
ExB15	SSA	psaveslack	psaveslack	psaveslack	psaveslack	0	to changes
ExB15	SSA	psaveslack	psaveslack	psaveslack	psaveslack	0	txs changes
ExB15	SSA	psaveslack	psaveslack	psaveslack	psaveslack	0	tms changes
ExB15	EU	psaveslack	psaveslack	psaveslack	psaveslack	0	TOTAL
ExB15	EU	psaveslack	psaveslack	psaveslack	psaveslack	0	to changes
ExB15	EU	psaveslack	psaveslack	psaveslack	psaveslack	0	txs changes
ExB15	EU	psaveslack	psaveslack	psaveslack	psaveslack	0	tms changes
ExB15	ROW	psaveslack	psaveslack	psaveslack	psaveslack	0	TOTAL
ExB15	ROW	psaveslack	psaveslack	psaveslack	psaveslack	0	to changes
ExB15	ROW	psaveslack	psaveslack	psaveslack	psaveslack	0	txs changes
ExB15	ROW	psaveslack	psaveslack	psaveslack	psaveslack	0	tms changes
ExB15	SSA	psw	psw	psw	psw	1.29977405071259	TOTAL
ExB15	SSA	psw	psw	psw	psw	0.13868610560894	to changes
ExB15	SSA	psw	psw	psw	psw	0.256650239229202	txs changes
ExB15	SSA	psw	psw	psw	psw	0.904437720775604	tms changes
ExB15	EU	psw	psw	psw	psw	-0.37493833899498	TOTAL
ExB15	EU	psw	psw	psw	psw	0.0756053254008293	to changes
ExB15	EU	psw	psw	psw	psw	0.0700039640069008	txs changes
ExB15	EU	psw	psw	psw	psw	-0.520547688007355	tms changes
ExB15	ROW	psw	psw	psw	psw	0.324339181184769	TOTAL
ExB15	ROW	psw	psw	psw	psw	0.0407917760312557	to changes
ExB15	ROW	psw	psw	psw	psw	0.135805904865265	txs changes
ExB15	ROW	psw	psw	psw	psw	0.14774152636528	tms changes
ExB15	SSA	pxwreg	pxwreg	pxwreg	pxwreg	1.29977405071259	TOTAL
ExB15	SSA	pxwreg	pxwreg	pxwreg	pxwreg	0.13868610560894	to changes
ExB15	SSA	pxwreg	pxwreg	pxwreg	pxwreg	0.256650298833847	txs changes
ExB15	SSA	pxwreg	pxwreg	pxwreg	pxwreg	0.904437661170959	tms changes
ExB15	EU	pxwreg	pxwreg	pxwreg	pxwreg	-0.37493833899498	TOTAL
ExB15	EU	pxwreg	pxwreg	pxwreg	pxwreg	0.0756053254008293	to changes
ExB15	EU	pxwreg	pxwreg	pxwreg	pxwreg	0.0700039714574814	txs changes
ExB15	EU	pxwreg	pxwreg	pxwreg	pxwreg	-0.520547688007355	tms changes
ExB15	ROW	pxwreg	pxwreg	pxwreg	pxwreg	0.324339181184769	TOTAL
ExB15	ROW	pxwreg	pxwreg	pxwreg	pxwreg	0.0407917760312557	to changes
ExB15	ROW	pxwreg	pxwreg	pxwreg	pxwreg	0.135805904865265	txs changes
ExB15	ROW	pxwreg	pxwreg	pxwreg	pxwreg	0.14774152636528	tms changes
ExB15	SSA	qgdp	qgdp	qgdp	qgdp	-0.0099310614168644	TOTAL
ExB15	SSA	qgdp	qgdp	qgdp	qgdp	-9.13108306122012e-05	to changes
ExB15	SSA	qgdp	qgdp	qgdp	qgdp	-0.0197484083473682	txs changes
