"Experiment","Region","Type","Variable","GTAPVar","Description","Unit","Value","Dim1"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",367.03857421875,"prodtax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-4.26077131123748e-05,"inctax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",19.2324771881104,"inputtax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-59.9568405151367,"contax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",1.2110743522644,"invtax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",10.7728595733643,"govtax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",256.419616699219,"xtax"
"ExB15","EU","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",175.719757080078,"mtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",1070.29077148438,"prodtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-0.00017146157915704,"inctax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-13.9026966094971,"inputtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",182.245422363281,"contax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-0.573453903198242,"invtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",24.6415004730225,"govtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",3368.74267578125,"xtax"
"ExB15","EU","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-590.380676269531,"mtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",1185.67126464844,"prodtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-0.000220067420741543,"inctax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",150.051773071289,"inputtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",9.63514041900635,"contax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-3.2559072971344,"invtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-9.48637294769287,"govtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-197.725051879883,"xtax"
"ExB15","EU","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",2202.2978515625,"mtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-37.3078384399414,"prodtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0.000201071656192653,"inctax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-400.081970214844,"inputtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-440.587554931641,"contax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",35.0250663757324,"invtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",7.56698417663574,"govtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-1568.31042480469,"xtax"
"ExB15","ROW","TOTAL","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-1796.14562988281,"mtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-7.57834959030151,"prodtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-1.35946620503091e-05,"inctax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-33.2223510742188,"inputtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-30.9854068756104,"contax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",11.8784208297729,"invtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0.794810235500336,"govtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-138.468719482422,"xtax"
"ExB15","ROW","to changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-114.089073181152,"mtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",32.3956184387207,"prodtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",5.14759412908461e-05,"inctax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-316.545623779297,"inputtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-541.446960449219,"contax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",13.9004392623901,"invtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-1.10067892074585,"govtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-369.517822265625,"xtax"
"ExB15","ROW","txs changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-2797.04345703125,"mtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-62.1252593994141,"prodtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0,"pfacttax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",0.000131352571770549,"inctax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-50.3214874267578,"inputtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",131.844924926758,"contax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",9.24488544464111,"invtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",7.87285804748535,"govtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",-1060.31298828125,"xtax"
"ExB15","ROW","tms changes","CNTalleffr","CNTalleffr","CNTalleffr","CNTalleffr",1114.98657226562,"mtax"
"ExB15","SSA","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","EU","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","ROW","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","SSA","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","EU","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","ROW","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","SSA","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","EU","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","ROW","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","SSA","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","EU","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","ROW","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"Land"
"ExB15","SSA","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",7.94066454545828e-06,"UnskLab"
"ExB15","EU","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",-0.000431942462455481,"UnskLab"
"ExB15","ROW","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0.000584511901251972,"UnskLab"
"ExB15","SSA","to changes","CNTendw","CNTendw","CNTendw","CNTendw",-2.01830644073198e-05,"UnskLab"
"ExB15","EU","to changes","CNTendw","CNTendw","CNTendw","CNTendw",-0.000262446759734303,"UnskLab"
"ExB15","ROW","to changes","CNTendw","CNTendw","CNTendw","CNTendw",2.54219253292831e-06,"UnskLab"
"ExB15","SSA","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",-3.03296701531508e-06,"UnskLab"
"ExB15","EU","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",-7.88773395470344e-05,"UnskLab"
"ExB15","ROW","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0.000409943982958794,"UnskLab"
"ExB15","SSA","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",-2.45372689278156e-06,"UnskLab"
"ExB15","EU","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",-0.000313196505885571,"UnskLab"
"ExB15","ROW","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0.000194727210327983,"UnskLab"
"ExB15","SSA","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",-1.15866123451269e-06,"SkLab"
"ExB15","EU","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",-5.70427509956062e-05,"SkLab"
"ExB15","ROW","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",-0.000233849845244549,"SkLab"
"ExB15","SSA","to changes","CNTendw","CNTendw","CNTendw","CNTendw",2.89294007416174e-06,"SkLab"
"ExB15","EU","to changes","CNTendw","CNTendw","CNTendw","CNTendw",-6.93341735313879e-06,"SkLab"
"ExB15","ROW","to changes","CNTendw","CNTendw","CNTendw","CNTendw",5.68787527299719e-06,"SkLab"
"ExB15","SSA","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",6.01568854108336e-06,"SkLab"
"ExB15","EU","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",-3.39789876306895e-05,"SkLab"
"ExB15","ROW","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",2.44740240304964e-05,"SkLab"
"ExB15","SSA","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",7.90454294019582e-07,"SkLab"
"ExB15","EU","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",-5.81250933464617e-05,"SkLab"
"ExB15","ROW","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",-1.95310640265234e-05,"SkLab"
"ExB15","SSA","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",3.58054203388747e-05,"Capital"
"ExB15","EU","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0.00117734808009118,"Capital"
"ExB15","ROW","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0.000253447273280472,"Capital"
"ExB15","SSA","to changes","CNTendw","CNTendw","CNTendw","CNTendw",-1.41800194342068e-06,"Capital"
"ExB15","EU","to changes","CNTendw","CNTendw","CNTendw","CNTendw",2.92473250738112e-05,"Capital"
"ExB15","ROW","to changes","CNTendw","CNTendw","CNTendw","CNTendw",8.52990706334822e-06,"Capital"
"ExB15","SSA","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",-1.01651185104856e-05,"Capital"
"ExB15","EU","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",-0.000284005800494924,"Capital"
"ExB15","ROW","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0.000302550091873854,"Capital"
"ExB15","SSA","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",-2.6147506559937e-06,"Capital"
"ExB15","EU","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",7.88762699812651e-05,"Capital"
"ExB15","ROW","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0.000102521255030297,"Capital"
"ExB15","SSA","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","EU","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","ROW","TOTAL","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","SSA","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","EU","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","ROW","to changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","SSA","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","EU","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","ROW","txs changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","SSA","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","EU","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","ROW","tms changes","CNTendw","CNTendw","CNTendw","CNTendw",0,"NatRes"
"ExB15","SSA","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","EU","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","ROW","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","SSA","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","EU","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","ROW","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","SSA","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","EU","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","ROW","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","SSA","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","EU","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","ROW","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"Land"
"ExB15","SSA","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",-5.10558093083091e-05,"UnskLab"
"ExB15","EU","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",1.61687694344437e-05,"UnskLab"
"ExB15","ROW","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",-0.000226844727876596,"UnskLab"
"ExB15","SSA","to changes","CNTqe","CNTqe","CNTqe","CNTqe",-4.84592965221964e-06,"UnskLab"
"ExB15","EU","to changes","CNTqe","CNTqe","CNTqe","CNTqe",3.88179842047975e-06,"UnskLab"
"ExB15","ROW","to changes","CNTqe","CNTqe","CNTqe","CNTqe",-2.74093490588712e-05,"UnskLab"
"ExB15","SSA","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",-1.3419943570625e-05,"UnskLab"
"ExB15","EU","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",6.05266677666805e-06,"UnskLab"
"ExB15","ROW","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",-7.93215149315074e-05,"UnskLab"
"ExB15","SSA","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",-3.27899469994009e-05,"UnskLab"
"ExB15","EU","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",6.23430378254852e-06,"UnskLab"
"ExB15","ROW","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",-0.000126150349387899,"UnskLab"
"ExB15","SSA","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",5.8086407079827e-06,"SkLab"
"ExB15","EU","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",-0.000328664347762242,"SkLab"
"ExB15","ROW","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0.000133589317556471,"SkLab"
"ExB15","SSA","to changes","CNTqe","CNTqe","CNTqe","CNTqe",5.81094354856759e-07,"SkLab"
"ExB15","EU","to changes","CNTqe","CNTqe","CNTqe","CNTqe",-3.08437411149498e-05,"SkLab"
"ExB15","ROW","to changes","CNTqe","CNTqe","CNTqe","CNTqe",1.14558160930756e-05,"SkLab"
"ExB15","SSA","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",9.94501078821486e-07,"SkLab"
"ExB15","EU","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",-0.000113582624180708,"SkLab"
"ExB15","ROW","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",5.84615881962236e-05,"SkLab"
"ExB15","SSA","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",4.23304436480976e-06,"SkLab"
"ExB15","EU","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",-0.000184238830115646,"SkLab"
"ExB15","ROW","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",6.36718614259735e-05,"SkLab"
"ExB15","SSA","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",2.72111938102171e-05,"Capital"
"ExB15","EU","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",-0.000123066391097382,"Capital"
"ExB15","ROW","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0.000294422294246033,"Capital"
"ExB15","SSA","to changes","CNTqe","CNTqe","CNTqe","CNTqe",2.68716735263297e-06,"Capital"
"ExB15","EU","to changes","CNTqe","CNTqe","CNTqe","CNTqe",-1.57728700287407e-05,"Capital"
"ExB15","ROW","to changes","CNTqe","CNTqe","CNTqe","CNTqe",2.40913254856423e-06,"Capital"
"ExB15","SSA","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",5.44221393283806e-06,"Capital"
"ExB15","EU","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",-2.46988056460395e-05,"Capital"
"ExB15","ROW","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",7.23729317542166e-05,"Capital"
"ExB15","SSA","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",1.90817972907098e-05,"Capital"
"ExB15","EU","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",-1.2556017281895e-05,"Capital"
"ExB15","ROW","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0.000193876694538631,"Capital"
"ExB15","SSA","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","EU","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","ROW","TOTAL","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","SSA","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","EU","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","ROW","to changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","SSA","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","EU","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","ROW","txs changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","SSA","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","EU","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","ROW","tms changes","CNTqe","CNTqe","CNTqe","CNTqe",0,"NatRes"
"ExB15","SSA","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","EU","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","ROW","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","SSA","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","EU","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","ROW","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","SSA","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","EU","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","ROW","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","SSA","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","EU","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","ROW","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Land"
"ExB15","SSA","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","EU","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","ROW","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","SSA","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","EU","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","ROW","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","SSA","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","EU","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","ROW","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","SSA","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","EU","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","ROW","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"UnskLab"
"ExB15","SSA","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","EU","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","ROW","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","SSA","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","EU","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","ROW","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","SSA","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","EU","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","ROW","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","SSA","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","EU","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","ROW","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"SkLab"
"ExB15","SSA","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","EU","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","ROW","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","SSA","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","EU","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","ROW","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","SSA","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","EU","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","ROW","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","SSA","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","EU","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","ROW","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"Capital"
"ExB15","SSA","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","EU","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","ROW","TOTAL","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","SSA","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","EU","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","ROW","to changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","SSA","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","EU","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","ROW","txs changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","SSA","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","EU","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","ROW","tms changes","CNTqfeer","CNTqfeer","CNTqfeer","CNTqfeer",0,"NatRes"
"ExB15","SSA","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-44.0350151062012,"domestic"
"ExB15","SSA","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",12.9725856781006,"imported"
"ExB15","SSA","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-4.74978637695312,"domestic"
"ExB15","SSA","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",1.82610368728638,"imported"
"ExB15","SSA","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-1.11007976531982,"domestic"
"ExB15","SSA","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-7.21981382369995,"imported"
"ExB15","SSA","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-38.1751518249512,"domestic"
"ExB15","SSA","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",18.3662929534912,"imported"
"ExB15","EU","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",24.3802356719971,"domestic"
