"Experiment","Region","Type","Variable","GTAPVar","Description","Unit","Value","Dim1"
"ExB15","EU","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",131.001342773438,"imported"
"ExB15","EU","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",4.8510217666626,"domestic"
"ExB15","EU","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",14.3814544677734,"imported"
"ExB15","EU","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",21.6550388336182,"domestic"
"ExB15","EU","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-35.5577392578125,"imported"
"ExB15","EU","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-2.12583708763123,"domestic"
"ExB15","EU","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",152.177612304688,"imported"
"ExB15","ROW","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-153.331481933594,"domestic"
"ExB15","ROW","TOTAL","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-246.750518798828,"imported"
"ExB15","ROW","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-15.83083152771,"domestic"
"ExB15","ROW","to changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-17.3915138244629,"imported"
"ExB15","ROW","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",9.19922351837158,"domestic"
"ExB15","ROW","txs changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-325.744873046875,"imported"
"ExB15","ROW","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",-146.700012207031,"domestic"
"ExB15","ROW","tms changes","CNTqfr","CNTqfr","CNTqfr","CNTqfr",96.3859100341797,"imported"
"ExB15","SSA","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.932147443294525,"domestic"
"ExB15","SSA","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",1.23589313030243,"imported"
"ExB15","SSA","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.104116186499596,"domestic"
"ExB15","SSA","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.125028789043427,"imported"
"ExB15","SSA","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",-0.0496571213006973,"domestic"
"ExB15","SSA","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.182362273335457,"imported"
"ExB15","SSA","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.877687752246857,"domestic"
"ExB15","SSA","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.928521454334259,"imported"
"ExB15","EU","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",15.1153116226196,"domestic"
"ExB15","EU","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",10.8120412826538,"imported"
"ExB15","EU","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",12.4085884094238,"domestic"
"ExB15","EU","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",-1.63572764396667,"imported"
"ExB15","EU","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",27.4814891815186,"domestic"
"ExB15","EU","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",-2.84448337554932,"imported"
"ExB15","EU","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",-24.7741317749023,"domestic"
"ExB15","EU","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",15.2877578735352,"imported"
"ExB15","ROW","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",2.20939040184021,"domestic"
"ExB15","ROW","TOTAL","CNTqgr","CNTqgr","CNTqgr","CNTqgr",5.35759401321411,"imported"
"ExB15","ROW","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.26160129904747,"domestic"
"ExB15","ROW","to changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",0.533208966255188,"imported"
"ExB15","ROW","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",-2.10759711265564,"domestic"
"ExB15","ROW","txs changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",1.00691843032837,"imported"
"ExB15","ROW","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",4.05538845062256,"domestic"
"ExB15","ROW","tms changes","CNTqgr","CNTqgr","CNTqgr","CNTqgr",3.81746864318848,"imported"
"ExB15","SSA","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",-7.59115552902222,"domestic"
"ExB15","SSA","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",5.33009958267212,"imported"
"ExB15","SSA","to changes","CNTqia","CNTqia","CNTqia","CNTqia",-0.699255645275116,"domestic"
"ExB15","SSA","to changes","CNTqia","CNTqia","CNTqia","CNTqia",0.554953336715698,"imported"
"ExB15","SSA","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",-0.81989461183548,"domestic"
"ExB15","SSA","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",0.941434144973755,"imported"
"ExB15","SSA","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",-6.0720067024231,"domestic"
"ExB15","SSA","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",3.83370542526245,"imported"
"ExB15","EU","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",22.328634262085,"domestic"
"ExB15","EU","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",-24.9469127655029,"imported"
"ExB15","EU","to changes","CNTqia","CNTqia","CNTqia","CNTqia",3.35338044166565,"domestic"
"ExB15","EU","to changes","CNTqia","CNTqia","CNTqia","CNTqia",-2.14230632781982,"imported"
"ExB15","EU","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",8.2765064239502,"domestic"
"ExB15","EU","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",-8.84996223449707,"imported"
"ExB15","EU","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",10.6987504959106,"domestic"
"ExB15","EU","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",-13.9546480178833,"imported"
"ExB15","ROW","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",-26.5206890106201,"domestic"
"ExB15","ROW","TOTAL","CNTqia","CNTqia","CNTqia","CNTqia",61.5457763671875,"imported"
"ExB15","ROW","to changes","CNTqia","CNTqia","CNTqia","CNTqia",4.65625333786011,"domestic"
"ExB15","ROW","to changes","CNTqia","CNTqia","CNTqia","CNTqia",7.22356367111206,"imported"
"ExB15","ROW","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",-7.10715246200562,"domestic"
"ExB15","ROW","txs changes","CNTqia","CNTqia","CNTqia","CNTqia",21.0075969696045,"imported"
"ExB15","ROW","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",-24.0697326660156,"domestic"
"ExB15","ROW","tms changes","CNTqia","CNTqia","CNTqia","CNTqia",33.3146324157715,"imported"
"ExB15","SSA","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",17.0540504455566,"domestic"
"ExB15","SSA","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-26.1062564849854,"imported"
"ExB15","SSA","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",0.667611718177795,"domestic"
"ExB15","SSA","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",0.888360559940338,"imported"
"ExB15","SSA","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",22.8072891235352,"domestic"
"ExB15","SSA","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-71.4010620117188,"imported"
"ExB15","SSA","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-6.42085886001587,"domestic"
"ExB15","SSA","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",44.4064407348633,"imported"
"ExB15","EU","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-125.655624389648,"domestic"
"ExB15","EU","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",257.541870117188,"imported"
"ExB15","EU","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-73.0160827636719,"domestic"
"ExB15","EU","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",13.0570383071899,"imported"
"ExB15","EU","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",229.963607788086,"domestic"
"ExB15","EU","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-47.746654510498,"imported"
"ExB15","EU","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-282.567810058594,"domestic"
"ExB15","EU","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",292.203063964844,"imported"
"ExB15","ROW","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-31.8382873535156,"domestic"
"ExB15","ROW","TOTAL","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-408.749237060547,"imported"
"ExB15","ROW","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-1.3532452583313,"domestic"
"ExB15","ROW","to changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-29.6321754455566,"imported"
"ExB15","ROW","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-36.7320442199707,"domestic"
"ExB15","ROW","txs changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",-504.714935302734,"imported"
"ExB15","ROW","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",6.24690055847168,"domestic"
"ExB15","ROW","tms changes","CNTqpr","CNTqpr","CNTqpr","CNTqpr",125.597953796387,"imported"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"output"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"primfac"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"v_added"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"ininput"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"invest"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"transp"
"ExB15","SSA","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","EU","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","ROW","TOTAL","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","SSA","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","EU","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","ROW","to changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","SSA","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","EU","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","ROW","txs changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","SSA","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","EU","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","ROW","tms changes","CNTtechr","CNTtechr","CNTtechr","CNTtechr",0,"import"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0884357392787933,"Household"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00198450684547424,"Investment"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0561781488358974,"Government"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0230091940611601,"Exports"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.007756392005831,"IntnlMargins"
"ExB15","SSA","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.171782821416855,"Imports"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0168386846780777,"Household"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0011086257873103,"Investment"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00624567875638604,"Government"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0130735281854868,"Exports"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.000906534376554191,"IntnlMargins"
"ExB15","SSA","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0364512205123901,"Imports"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.13623933494091,"Household"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.000800031470134854,"Investment"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00236925994977355,"Government"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.201545104384422,"Exports"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00877281650900841,"IntnlMargins"
"ExB15","SSA","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.328378051519394,"Imports"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.207836329936981,"Household"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",7.64152719057165e-05,"Investment"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0523017197847366,"Government"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.211480930447578,"Exports"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00192303129006177,"IntnlMargins"
"ExB15","SSA","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.463709622621536,"Imports"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0517290644347668,"Household"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00306362868286669,"Investment"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0242394600063562,"Government"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0327381305396557,"Exports"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0252871159464121,"IntnlMargins"
"ExB15","EU","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0378410406410694,"Imports"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0189310517162085,"Household"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00171258894260973,"Investment"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0172854419797659,"Government"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00398146361112595,"Exports"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00229876930825412,"IntnlMargins"
"ExB15","EU","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00303844851441681,"Imports"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0734834000468254,"Household"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00123467214871198,"Investment"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0254652816802263,"Government"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.132120534777641,"Exports"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00195003079716116,"IntnlMargins"
"ExB15","EU","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0831162109971046,"Imports"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0028233069460839,"Household"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.000117390169179998,"Investment"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0185112785547972,"Government"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.160877257585526,"Exports"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.024938378483057,"IntnlMargins"
"ExB15","EU","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.123995684087276,"Imports"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0261320024728775,"Household"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00501498160883784,"Investment"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0056683961302042,"Government"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00984097644686699,"Exports"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00448924163356423,"IntnlMargins"
"ExB15","ROW","TOTAL","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.000431748980190605,"Imports"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00151499966159463,"Household"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00280296429991722,"Investment"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.000589360599406064,"Government"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00213456642813981,"Exports"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.000386303319828585,"IntnlMargins"
"ExB15","ROW","to changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00170454441104084,"Imports"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0404653698205948,"Household"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00202123960480094,"Investment"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.000811267760582268,"Government"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0292132161557674,"Exports"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.00493068480864167,"IntnlMargins"
"ExB15","ROW","txs changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0532832220196724,"Imports"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0158483777195215,"Household"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.000192400446394458,"Investment"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.00589030282571912,"Government"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.0215067695826292,"Exports"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",0.009033621288836,"IntnlMargins"
"ExB15","ROW","tms changes","contgdpexp","contgdpexp","contgdpexp","contgdpexp",-0.0520104318857193,"Imports"
"ExB15","SSA","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","EU","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","ROW","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","SSA","to changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","EU","to changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","ROW","to changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","SSA","txs changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","EU","txs changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","ROW","txs changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","SSA","tms changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","EU","tms changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","ROW","tms changes","endwslack","endwslack","endwslack","endwslack",0,"Land"
"ExB15","SSA","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
"ExB15","EU","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
"ExB15","ROW","TOTAL","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
"ExB15","SSA","to changes","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
"ExB15","EU","to changes","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
"ExB15","ROW","to changes","endwslack","endwslack","endwslack","endwslack",0,"UnskLab"
