"Experiment","Sector","Type","Variable","GTAPVar","Description","Unit","Value","Region"
"ExB15","Svces","to changes","ava","ava","ava","ava",0,"ROW"
"ExB15","Svces","txs changes","ava","ava","ava","ava",0,"SSA"
"ExB15","Svces","txs changes","ava","ava","ava","ava",0,"EU"
"ExB15","Svces","txs changes","ava","ava","ava","ava",0,"ROW"
"ExB15","Svces","tms changes","ava","ava","ava","ava",0,"SSA"
"ExB15","Svces","tms changes","ava","ava","ava","ava",0,"EU"
"ExB15","Svces","tms changes","ava","ava","ava","ava",0,"ROW"
"ExB15","Food","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.225338146090508,"SSA"
"ExB15","Food","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",-0.0328072048723698,"EU"
"ExB15","Food","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.0162478219717741,"ROW"
"ExB15","Food","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.0698577463626862,"SSA"
"ExB15","Food","to changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.0104244090616703,"EU"
"ExB15","Food","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.00521711213514209,"ROW"
"ExB15","Food","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.174466863274574,"SSA"
"ExB15","Food","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.0251496769487858,"EU"
"ExB15","Food","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.0124016162008047,"ROW"
"ExB15","Food","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.0189864672720432,"SSA"
"ExB15","Food","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",0.00276688183657825,"EU"
"ExB15","Food","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.00137090648058802,"ROW"
"ExB15","Mnfcs","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.00733894761651754,"SSA"
"ExB15","Mnfcs","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",-0.00202534790150821,"EU"
"ExB15","Mnfcs","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.00108725682366639,"ROW"
"ExB15","Mnfcs","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.00242029340006411,"SSA"
"ExB15","Mnfcs","to changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.000680715136695653,"EU"
"ExB15","Mnfcs","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.000368636334314942,"ROW"
"ExB15","Mnfcs","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.0057717845775187,"SSA"
"ExB15","Mnfcs","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.00158336316235363,"EU"
"ExB15","Mnfcs","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.000847606861498207,"ROW"
"ExB15","Mnfcs","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.00085313111776486,"SSA"
"ExB15","Mnfcs","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",0.000238730455748737,"EU"
"ExB15","Mnfcs","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.000128986415802501,"ROW"
"ExB15","Svces","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.0151060475036502,"SSA"
"ExB15","Svces","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",-0.00101148465182632,"EU"
"ExB15","Svces","TOTAL","c1_cr","c1_cr","c1_cr","c1_cr",0.000395566807128489,"ROW"
"ExB15","Svces","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.00405518850311637,"SSA"
"ExB15","Svces","to changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.000275588303338736,"EU"
"ExB15","Svces","to changes","c1_cr","c1_cr","c1_cr","c1_cr",0.000108933927549515,"ROW"
"ExB15","Svces","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.0111344000324607,"SSA"
"ExB15","Svces","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",-0.000737805152311921,"EU"
"ExB15","Svces","txs changes","c1_cr","c1_cr","c1_cr","c1_cr",0.000286329886876047,"ROW"
"ExB15","Svces","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",-8.35441824165173e-05,"SSA"
"ExB15","Svces","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",1.90890614248929e-06,"EU"
"ExB15","Svces","tms changes","c1_cr","c1_cr","c1_cr","c1_cr",3.02926110862245e-07,"ROW"
"ExB15","Food","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.0560589842498302,"SSA"
"ExB15","Food","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.12837378680706,"EU"
"ExB15","Food","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",-0.0910593196749687,"ROW"
"ExB15","Food","to changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0903543904423714,"SSA"
"ExB15","Food","to changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0689399093389511,"EU"
"ExB15","Food","to changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0460250973701477,"ROW"
"ExB15","Food","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.21590319275856,"SSA"
"ExB15","Food","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",0.143784582614899,"EU"
"ExB15","Food","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0953636318445206,"ROW"
"ExB15","Food","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.36231654882431,"SSA"
"ExB15","Food","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0843507200479507,"EU"
"ExB15","Food","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0503294393420219,"ROW"
"ExB15","Mnfcs","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.655236899852753,"SSA"
"ExB15","Mnfcs","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",-0.425554007291794,"EU"
"ExB15","Mnfcs","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.28322097659111,"ROW"
"ExB15","Mnfcs","to changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0659051761031151,"SSA"
"ExB15","Mnfcs","to changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0413647405803204,"EU"
"ExB15","Mnfcs","to changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0274771880358458,"ROW"
"ExB15","Mnfcs","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",0.115051411092281,"SSA"
"ExB15","Mnfcs","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.147955328226089,"EU"
"ExB15","Mnfcs","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",0.101125404238701,"ROW"
"ExB15","Mnfcs","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.474280148744583,"SSA"
"ExB15","Mnfcs","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.236234039068222,"EU"
"ExB15","Mnfcs","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.154618412256241,"ROW"
"ExB15","Svces","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.274022221565247,"SSA"
"ExB15","Svces","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",-0.150995016098022,"EU"
"ExB15","Svces","TOTAL","c2_cr","c2_cr","c2_cr","c2_cr",0.0992602333426476,"ROW"
"ExB15","Svces","to changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0272372625768185,"SSA"
"ExB15","Svces","to changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0140640260651708,"EU"
"ExB15","Svces","to changes","c2_cr","c2_cr","c2_cr","c2_cr",0.00920473970472813,"ROW"
"ExB15","Svces","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0480378344655037,"SSA"
"ExB15","Svces","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0523680858314037,"EU"
"ExB15","Svces","txs changes","c2_cr","c2_cr","c2_cr","c2_cr",0.03554442897439,"ROW"
"ExB15","Svces","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.198761478066444,"SSA"
"ExB15","Svces","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",-0.0845629349350929,"EU"
"ExB15","Svces","tms changes","c2_cr","c2_cr","c2_cr","c2_cr",0.0545110739767551,"ROW"
"ExB15","Food","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",0.60422956943512,"SSA"
"ExB15","Food","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",-0.212403774261475,"EU"
"ExB15","Food","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",0.128472819924355,"ROW"
"ExB15","Food","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0131760137155652,"SSA"
"ExB15","Food","to changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0369557924568653,"EU"
"ExB15","Food","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0246044620871544,"ROW"
"ExB15","Food","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",0.588614165782928,"SSA"
"ExB15","Food","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.2076805382967,"EU"
"ExB15","Food","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",0.125670805573463,"ROW"
"ExB15","Food","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0287914518266916,"SSA"
"ExB15","Food","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0416790693998337,"EU"
"ExB15","Food","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0274064559489489,"ROW"
"ExB15","Mnfcs","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",-0.0389462299644947,"SSA"
"ExB15","Mnfcs","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",-0.166527464985847,"EU"
"ExB15","Mnfcs","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",0.113229617476463,"ROW"
"ExB15","Mnfcs","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.00366656528785825,"SSA"
"ExB15","Mnfcs","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.016173530369997,"EU"
"ExB15","Mnfcs","to changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0109942713752389,"ROW"
"ExB15","Mnfcs","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0195596013218164,"SSA"
"ExB15","Mnfcs","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0585828945040703,"EU"
"ExB15","Mnfcs","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0399805717170238,"ROW"
"ExB15","Mnfcs","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.015720060095191,"SSA"
"ExB15","Mnfcs","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0917710736393929,"EU"
"ExB15","Mnfcs","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",0.0622547976672649,"ROW"
"ExB15","Svces","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",-0.00229863938875496,"SSA"
"ExB15","Svces","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",-0.0234874784946442,"EU"
"ExB15","Svces","TOTAL","c3_cr","c3_cr","c3_cr","c3_cr",0.0158725753426552,"ROW"
"ExB15","Svces","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.000208680387004279,"SSA"
"ExB15","Svces","to changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.00219028210267425,"EU"
"ExB15","Svces","to changes","c3_cr","c3_cr","c3_cr","c3_cr",0.00148003187496215,"ROW"
"ExB15","Svces","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.000936714117415249,"SSA"
"ExB15","Svces","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.00807630177587271,"EU"
"ExB15","Svces","txs changes","c3_cr","c3_cr","c3_cr","c3_cr",0.00546269444748759,"ROW"
"ExB15","Svces","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.00115325197111815,"SSA"
"ExB15","Svces","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",-0.0132209053263068,"EU"
"ExB15","Svces","tms changes","c3_cr","c3_cr","c3_cr","c3_cr",0.00892984215170145,"ROW"
"ExB15","Food","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",262.364532470703,"SSA"
"ExB15","Food","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",6084.359375,"EU"
"ExB15","Food","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-4423.3916015625,"ROW"
"ExB15","Food","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",27.2531414031982,"SSA"
"ExB15","Food","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",367.289306640625,"EU"
"ExB15","Food","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-351.891479492188,"ROW"
"ExB15","Food","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",21.9562206268311,"SSA"
"ExB15","Food","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",3020.78100585938,"EU"
"ExB15","Food","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-3938.30517578125,"ROW"
"ExB15","Food","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",213.155197143555,"SSA"
"ExB15","Food","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",2696.28857421875,"EU"
"ExB15","Food","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-133.194946289062,"ROW"
"ExB15","Mnfcs","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-134.135620117188,"SSA"
"ExB15","Mnfcs","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-751.8583984375,"EU"
"ExB15","Mnfcs","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",577.35107421875,"ROW"
"ExB15","Mnfcs","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-12.2936849594116,"SSA"
"ExB15","Mnfcs","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-48.7348937988281,"EU"
"ExB15","Mnfcs","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",67.5029220581055,"ROW"
"ExB15","Mnfcs","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-45.6686325073242,"SSA"
"ExB15","Mnfcs","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-227.513442993164,"EU"
"ExB15","Mnfcs","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",151.507308959961,"ROW"
"ExB15","Mnfcs","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-76.1733016967773,"SSA"
"ExB15","Mnfcs","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-475.715728759766,"EU"
"ExB15","Mnfcs","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",358.340759277344,"ROW"
"ExB15","Svces","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-4.78277444839478,"SSA"
"ExB15","Svces","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",188.912384033203,"EU"
"ExB15","Svces","TOTAL","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-316.492523193359,"ROW"
"ExB15","Svces","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-0.188982978463173,"SSA"
"ExB15","Svces","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",84.8412551879883,"EU"
"ExB15","Svces","to changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-19.7024002075195,"ROW"
"ExB15","Svces","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-4.84298610687256,"SSA"
"ExB15","Svces","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",177.3994140625,"EU"
"ExB15","Svces","txs changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-224.96662902832,"ROW"
"ExB15","Svces","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",0.249194458127022,"SSA"
"ExB15","Svces","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-73.325553894043,"EU"
"ExB15","Svces","tms changes","CNTalleffcr","CNTalleffcr","CNTalleffcr","CNTalleffcr",-71.8234252929688,"ROW"
"ExB15","Food","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.00619113631546497,"SSA"
"ExB15","Food","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-12.6322231292725,"EU"
"ExB15","Food","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.738920271396637,"ROW"
"ExB15","Food","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-4.6873636165401e-05,"SSA"
"ExB15","Food","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-5.99696826934814,"EU"
"ExB15","Food","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.0628175362944603,"ROW"
"ExB15","Food","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.014023476280272,"SSA"
"ExB15","Food","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",1.75507664680481,"EU"
"ExB15","Food","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.273897349834442,"ROW"
"ExB15","Food","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.00778547022491693,"SSA"
"ExB15","Food","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-8.38961982727051,"EU"
"ExB15","Food","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.402204960584641,"ROW"
"ExB15","Mnfcs","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.107121907174587,"SSA"
"ExB15","Mnfcs","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",7.06133222579956,"EU"
"ExB15","Mnfcs","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.190945476293564,"ROW"
"ExB15","Mnfcs","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.0120456181466579,"SSA"
"ExB15","Mnfcs","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",2.31458377838135,"EU"
"ExB15","Mnfcs","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.0329730585217476,"ROW"
"ExB15","Mnfcs","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.00930527038872242,"SSA"
"ExB15","Mnfcs","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",3.92070913314819,"EU"
"ExB15","Mnfcs","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.900325953960419,"ROW"
"ExB15","Mnfcs","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.104381568729877,"SSA"
"ExB15","Mnfcs","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.828379452228546,"EU"
"ExB15","Mnfcs","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",1.05830025672913,"ROW"
"ExB15","Svces","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.818834364414215,"SSA"
"ExB15","Svces","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",20.6862010955811,"EU"
"ExB15","Svces","TOTAL","CNTqgd","CNTqgd","CNTqgd","CNTqgd",2.75736427307129,"ROW"
"ExB15","Svces","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.0921174287796021,"SSA"
"ExB15","Svces","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",16.0907363891602,"EU"
"ExB15","Svces","to changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.291446030139923,"ROW"
"ExB15","Svces","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.0543752759695053,"SSA"
"ExB15","Svces","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",21.8057041168213,"EU"
"ExB15","Svces","txs changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-0.933374047279358,"ROW"
"ExB15","Svces","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",0.781091809272766,"SSA"
"ExB15","Svces","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",-17.2128887176514,"EU"
"ExB15","Svces","tms changes","CNTqgd","CNTqgd","CNTqgd","CNTqgd",3.39929556846619,"ROW"
"ExB15","Food","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.0128499567508698,"SSA"
"ExB15","Food","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",20.5717811584473,"EU"
"ExB15","Food","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-1.15579473972321,"ROW"
"ExB15","Food","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.000609829206950963,"SSA"
"ExB15","Food","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-1.95154559612274,"EU"
"ExB15","Food","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.090862475335598,"ROW"
"ExB15","Food","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.015232939273119,"SSA"
"ExB15","Food","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.638270199298859,"EU"
"ExB15","Food","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-1.14161705970764,"ROW"
"ExB15","Food","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.00299281487241387,"SSA"
"ExB15","Food","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",23.1615982055664,"EU"
"ExB15","Food","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.0766848176717758,"ROW"
"ExB15","Mnfcs","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.274615913629532,"SSA"
"ExB15","Mnfcs","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-8.62226486206055,"EU"
"ExB15","Mnfcs","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",4.60260725021362,"ROW"
"ExB15","Mnfcs","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.0278351008892059,"SSA"
"ExB15","Mnfcs","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.302069693803787,"EU"
"ExB15","Mnfcs","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.446276128292084,"ROW"
"ExB15","Mnfcs","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.0447125770151615,"SSA"
"ExB15","Mnfcs","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-1.92877995967865,"EU"
"ExB15","Mnfcs","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",1.50288355350494,"ROW"
"ExB15","Mnfcs","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.202068448066711,"SSA"
"ExB15","Mnfcs","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-6.99555444717407,"EU"
"ExB15","Mnfcs","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",2.65344786643982,"ROW"
"ExB15","Svces","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.974126994609833,"SSA"
"ExB15","Svces","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-1.13747501373291,"EU"
"ExB15","Svces","TOTAL","CNTqgm","CNTqgm","CNTqgm","CNTqgm",1.91078209877014,"ROW"
"ExB15","Svces","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.0978035032749176,"SSA"
"ExB15","Svces","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.013748119585216,"EU"
"ExB15","Svces","to changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.177795201539993,"ROW"
"ExB15","Svces","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.152874335646629,"SSA"
"ExB15","Svces","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.272938579320908,"EU"
"ExB15","Svces","txs changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.645651638507843,"ROW"
"ExB15","Svces","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",0.723460137844086,"SSA"
"ExB15","Svces","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",-0.878284573554993,"EU"
"ExB15","Svces","tms changes","CNTqgm","CNTqgm","CNTqgm","CNTqgm",1.08733570575714,"ROW"
"ExB15","Food","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",0.559014141559601,"SSA"
"ExB15","Food","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",-1.00961172580719,"EU"
"ExB15","Food","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",2.76917052268982,"ROW"
"ExB15","Food","to changes","CNTqid","CNTqid","CNTqid","CNTqid",0.0280424281954765,"SSA"
"ExB15","Food","to changes","CNTqid","CNTqid","CNTqid","CNTqid",-0.119180724024773,"EU"
"ExB15","Food","to changes","CNTqid","CNTqid","CNTqid","CNTqid",0.247359156608582,"ROW"
"ExB15","Food","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",0.682156383991241,"SSA"
"ExB15","Food","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",0.0734703540802002,"EU"
"ExB15","Food","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",2.80078458786011,"ROW"
"ExB15","Food","tms changes","CNTqid","CNTqid","CNTqid","CNTqid",-0.151184543967247,"SSA"
"ExB15","Food","tms changes","CNTqid","CNTqid","CNTqid","CNTqid",-0.963901281356812,"EU"
"ExB15","Food","tms changes","CNTqid","CNTqid","CNTqid","CNTqid",-0.278973042964935,"ROW"
"ExB15","Mnfcs","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",-8.06906318664551,"SSA"
"ExB15","Mnfcs","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",20.2078437805176,"EU"
"ExB15","Mnfcs","TOTAL","CNTqid","CNTqid","CNTqid","CNTqid",-39.1376609802246,"ROW"
"ExB15","Mnfcs","to changes","CNTqid","CNTqid","CNTqid","CNTqid",-0.779455423355103,"SSA"
"ExB15","Mnfcs","to changes","CNTqid","CNTqid","CNTqid","CNTqid",2.30559849739075,"EU"
"ExB15","Mnfcs","to changes","CNTqid","CNTqid","CNTqid","CNTqid",-1.73136508464813,"ROW"
"ExB15","Mnfcs","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",-1.51738333702087,"SSA"
"ExB15","Mnfcs","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",7.00991773605347,"EU"
"ExB15","Mnfcs","txs changes","CNTqid","CNTqid","CNTqid","CNTqid",-13.9349842071533,"ROW"
"ExB15","Mnfcs","tms changes","CNTqid","CNTqid","CNTqid","CNTqid",-5.77240800857544,"SSA"
"ExB15","Mnfcs","tms changes","CNTqid","CNTqid","CNTqid","CNTqid",10.8923397064209,"EU"
