"Experiment","Sector","Type","Variable","GTAPVar","Description","Unit","Value","Region"
"ExB15","Food","to changes","qid","qid","qid","qid",-0.775840580463409,"EU"
"ExB15","Food","to changes","qid","qid","qid","qid",0.0868455544114113,"ROW"
"ExB15","Food","txs changes","qid","qid","qid","qid",1.51390266418457,"SSA"
"ExB15","Food","txs changes","qid","qid","qid","qid",0.478436559438705,"EU"
"ExB15","Food","txs changes","qid","qid","qid","qid",0.983419418334961,"ROW"
"ExB15","Food","tms changes","qid","qid","qid","qid",-0.335275113582611,"SSA"
"ExB15","Food","tms changes","qid","qid","qid","qid",-6.27429103851318,"EU"
"ExB15","Food","tms changes","qid","qid","qid","qid",-0.0979161486029625,"ROW"
"ExB15","Mnfcs","TOTAL","qid","qid","qid","qid",-1.48134219646454,"SSA"
"ExB15","Mnfcs","TOTAL","qid","qid","qid","qid",0.44812884926796,"EU"
"ExB15","Mnfcs","TOTAL","qid","qid","qid","qid",-0.197239860892296,"ROW"
"ExB15","Mnfcs","to changes","qid","qid","qid","qid",-0.143095046281815,"SSA"
"ExB15","Mnfcs","to changes","qid","qid","qid","qid",0.0511289238929749,"EU"
"ExB15","Mnfcs","to changes","qid","qid","qid","qid",-0.00872560124844313,"ROW"
"ExB15","Mnfcs","txs changes","qid","qid","qid","qid",-0.278462707996368,"SSA"
"ExB15","Mnfcs","txs changes","qid","qid","qid","qid",0.155455052852631,"EU"
"ExB15","Mnfcs","txs changes","qid","qid","qid","qid",-0.070223905146122,"ROW"
"ExB15","Mnfcs","tms changes","qid","qid","qid","qid",-1.0598132610321,"SSA"
"ExB15","Mnfcs","tms changes","qid","qid","qid","qid",0.241545036435127,"EU"
"ExB15","Mnfcs","tms changes","qid","qid","qid","qid",-0.118297509849072,"ROW"
"ExB15","Svces","TOTAL","qid","qid","qid","qid",-0.00722531788051128,"SSA"
"ExB15","Svces","TOTAL","qid","qid","qid","qid",0.0267085842788219,"EU"
"ExB15","Svces","TOTAL","qid","qid","qid","qid",0.0195727813988924,"ROW"
"ExB15","Svces","to changes","qid","qid","qid","qid",0.00464542722329497,"SSA"
"ExB15","Svces","to changes","qid","qid","qid","qid",0.00996043439954519,"EU"
"ExB15","Svces","to changes","qid","qid","qid","qid",0.0122077241539955,"ROW"
"ExB15","Svces","txs changes","qid","qid","qid","qid",0.00134882878046483,"SSA"
"ExB15","Svces","txs changes","qid","qid","qid","qid",0.0101841436699033,"EU"
"ExB15","Svces","txs changes","qid","qid","qid","qid",0.00800296757370234,"ROW"
"ExB15","Svces","tms changes","qid","qid","qid","qid",-0.0132196731865406,"SSA"
"ExB15","Svces","tms changes","qid","qid","qid","qid",0.00657531712204218,"EU"
"ExB15","Svces","tms changes","qid","qid","qid","qid",-0.000632654177024961,"ROW"
"ExB15","Food","TOTAL","qim","qim","qim","qim",-11.2535858154297,"SSA"
"ExB15","Food","TOTAL","qim","qim","qim","qim",3.43641471862793,"EU"
"ExB15","Food","TOTAL","qim","qim","qim","qim",-5.18069410324097,"ROW"
"ExB15","Food","to changes","qim","qim","qim","qim",-0.503826081752777,"SSA"
"ExB15","Food","to changes","qim","qim","qim","qim",0.416147112846375,"EU"
"ExB15","Food","to changes","qim","qim","qim","qim",-0.394750982522964,"ROW"
"ExB15","Food","txs changes","qim","qim","qim","qim",-13.8113431930542,"SSA"
"ExB15","Food","txs changes","qim","qim","qim","qim",-0.237844601273537,"EU"
"ExB15","Food","txs changes","qim","qim","qim","qim",-5.3268256187439,"ROW"
"ExB15","Food","tms changes","qim","qim","qim","qim",3.06158590316772,"SSA"
"ExB15","Food","tms changes","qim","qim","qim","qim",3.25811290740967,"EU"
"ExB15","Food","tms changes","qim","qim","qim","qim",0.54088294506073,"ROW"
"ExB15","Mnfcs","TOTAL","qim","qim","qim","qim",1.64028716087341,"SSA"
"ExB15","Mnfcs","TOTAL","qim","qim","qim","qim",-0.692150413990021,"EU"
"ExB15","Mnfcs","TOTAL","qim","qim","qim","qim",0.516691923141479,"ROW"
"ExB15","Mnfcs","to changes","qim","qim","qim","qim",0.169728353619576,"SSA"
"ExB15","Mnfcs","to changes","qim","qim","qim","qim",-0.0601377971470356,"EU"
"ExB15","Mnfcs","to changes","qim","qim","qim","qim",0.0601686835289001,"ROW"
"ExB15","Mnfcs","txs changes","qim","qim","qim","qim",0.313321620225906,"SSA"
"ExB15","Mnfcs","txs changes","qim","qim","qim","qim",-0.237789243459702,"EU"
"ExB15","Mnfcs","txs changes","qim","qim","qim","qim",0.18731626868248,"ROW"
"ExB15","Mnfcs","tms changes","qim","qim","qim","qim",1.15723752975464,"SSA"
"ExB15","Mnfcs","tms changes","qim","qim","qim","qim",-0.394223242998123,"EU"
"ExB15","Mnfcs","tms changes","qim","qim","qim","qim",0.269207119941711,"ROW"
"ExB15","Svces","TOTAL","qim","qim","qim","qim",3.00364995002747,"SSA"
"ExB15","Svces","TOTAL","qim","qim","qim","qim",-0.97417950630188,"EU"
"ExB15","Svces","TOTAL","qim","qim","qim","qim",0.775782763957977,"ROW"
"ExB15","Svces","to changes","qim","qim","qim","qim",0.303676933050156,"SSA"
"ExB15","Svces","to changes","qim","qim","qim","qim",-0.0832660421729088,"EU"
"ExB15","Svces","to changes","qim","qim","qim","qim",0.0822895094752312,"ROW"
"ExB15","Svces","txs changes","qim","qim","qim","qim",0.535129308700562,"SSA"
"ExB15","Svces","txs changes","qim","qim","qim","qim",-0.338644623756409,"EU"
"ExB15","Svces","txs changes","qim","qim","qim","qim",0.280602425336838,"ROW"
"ExB15","Svces","tms changes","qim","qim","qim","qim",2.1648428440094,"SSA"
"ExB15","Svces","tms changes","qim","qim","qim","qim",-0.552269041538239,"EU"
"ExB15","Svces","tms changes","qim","qim","qim","qim",0.412891000509262,"ROW"
"ExB15","Food","TOTAL","qint","qint","qint","qint",4.75082492828369,"SSA"
"ExB15","Food","TOTAL","qint","qint","qint","qint",-8.78788185119629,"EU"
"ExB15","Food","TOTAL","qint","qint","qint","qint",2.30301856994629,"ROW"
"ExB15","Food","to changes","qint","qint","qint","qint",0.454925715923309,"SSA"
"ExB15","Food","to changes","qint","qint","qint","qint",-1.26812946796417,"EU"
"ExB15","Food","to changes","qint","qint","qint","qint",0.19612517952919,"ROW"
"ExB15","Food","txs changes","qint","qint","qint","qint",1.16514623165131,"SSA"
"ExB15","Food","txs changes","qint","qint","qint","qint",-3.54204821586609,"EU"
"ExB15","Food","txs changes","qint","qint","qint","qint",1.02663576602936,"ROW"
"ExB15","Food","tms changes","qint","qint","qint","qint",3.13090038299561,"SSA"
"ExB15","Food","tms changes","qint","qint","qint","qint",-3.97763562202454,"EU"
"ExB15","Food","tms changes","qint","qint","qint","qint",1.08025705814362,"ROW"
"ExB15","Mnfcs","TOTAL","qint","qint","qint","qint",-2.59837055206299,"SSA"
"ExB15","Mnfcs","TOTAL","qint","qint","qint","qint",1.52167880535126,"EU"
"ExB15","Mnfcs","TOTAL","qint","qint","qint","qint",-0.558705806732178,"ROW"
"ExB15","Mnfcs","to changes","qint","qint","qint","qint",-0.25541627407074,"SSA"
"ExB15","Mnfcs","to changes","qint","qint","qint","qint",0.159156024456024,"EU"
"ExB15","Mnfcs","to changes","qint","qint","qint","qint",-0.051323376595974,"ROW"
"ExB15","Mnfcs","txs changes","qint","qint","qint","qint",-0.520998001098633,"SSA"
"ExB15","Mnfcs","txs changes","qint","qint","qint","qint",0.540857434272766,"EU"
"ExB15","Mnfcs","txs changes","qint","qint","qint","qint",-0.207316473126411,"ROW"
"ExB15","Mnfcs","tms changes","qint","qint","qint","qint",-1.82205164432526,"SSA"
"ExB15","Mnfcs","tms changes","qint","qint","qint","qint",0.821665644645691,"EU"
"ExB15","Mnfcs","tms changes","qint","qint","qint","qint",-0.300066113471985,"ROW"
"ExB15","Svces","TOTAL","qint","qint","qint","qint",-0.50862318277359,"SSA"
"ExB15","Svces","TOTAL","qint","qint","qint","qint",0.229296147823334,"EU"
"ExB15","Svces","TOTAL","qint","qint","qint","qint",-0.0635874047875404,"ROW"
"ExB15","Svces","to changes","qint","qint","qint","qint",-0.0453012101352215,"SSA"
"ExB15","Svces","to changes","qint","qint","qint","qint",0.052731953561306,"EU"
"ExB15","Svces","to changes","qint","qint","qint","qint",-0.00402959482744336,"ROW"
"ExB15","Svces","txs changes","qint","qint","qint","qint",-0.184303656220436,"SSA"
"ExB15","Svces","txs changes","qint","qint","qint","qint",0.116124376654625,"EU"
"ExB15","Svces","txs changes","qint","qint","qint","qint",-0.0437464714050293,"ROW"
"ExB15","Svces","tms changes","qint","qint","qint","qint",-0.279018253087997,"SSA"
"ExB15","Svces","tms changes","qint","qint","qint","qint",0.0604397393763065,"EU"
"ExB15","Svces","tms changes","qint","qint","qint","qint",-0.0158113148063421,"ROW"
"ExB15","Food","TOTAL","qms","qms","qms","qms",-10.1200160980225,"SSA"
"ExB15","Food","TOTAL","qms","qms","qms","qms",4.73168134689331,"EU"
"ExB15","Food","TOTAL","qms","qms","qms","qms",-4.83232545852661,"ROW"
"ExB15","Food","to changes","qms","qms","qms","qms",-0.390180468559265,"SSA"
"ExB15","Food","to changes","qms","qms","qms","qms",0.132514148950577,"EU"
"ExB15","Food","to changes","qms","qms","qms","qms",-0.372867733240128,"ROW"
"ExB15","Food","txs changes","qms","qms","qms","qms",-13.7325143814087,"SSA"
"ExB15","Food","txs changes","qms","qms","qms","qms",-1.81673407554626,"EU"
"ExB15","Food","txs changes","qms","qms","qms","qms",-5.37528610229492,"ROW"
"ExB15","Food","tms changes","qms","qms","qms","qms",4.0026798248291,"SSA"
"ExB15","Food","tms changes","qms","qms","qms","qms",6.41589641571045,"EU"
"ExB15","Food","tms changes","qms","qms","qms","qms",0.91582864522934,"ROW"
"ExB15","Mnfcs","TOTAL","qms","qms","qms","qms",1.6565238237381,"SSA"
"ExB15","Mnfcs","TOTAL","qms","qms","qms","qms",-0.280322998762131,"EU"
"ExB15","Mnfcs","TOTAL","qms","qms","qms","qms",0.376560211181641,"ROW"
"ExB15","Mnfcs","to changes","qms","qms","qms","qms",0.170346021652222,"SSA"
"ExB15","Mnfcs","to changes","qms","qms","qms","qms",-0.012001670897007,"EU"
"ExB15","Mnfcs","to changes","qms","qms","qms","qms",0.0391291342675686,"ROW"
"ExB15","Mnfcs","txs changes","qms","qms","qms","qms",0.263447225093842,"SSA"
"ExB15","Mnfcs","txs changes","qms","qms","qms","qms",-0.0738722831010818,"EU"
"ExB15","Mnfcs","txs changes","qms","qms","qms","qms",0.128518834710121,"ROW"
"ExB15","Mnfcs","tms changes","qms","qms","qms","qms",1.22272944450378,"SSA"
"ExB15","Mnfcs","tms changes","qms","qms","qms","qms",-0.194448992609978,"EU"
"ExB15","Mnfcs","tms changes","qms","qms","qms","qms",0.208912402391434,"ROW"
"ExB15","Svces","TOTAL","qms","qms","qms","qms",2.71298313140869,"SSA"
"ExB15","Svces","TOTAL","qms","qms","qms","qms",-0.83345627784729,"EU"
"ExB15","Svces","TOTAL","qms","qms","qms","qms",0.725724160671234,"ROW"
"ExB15","Svces","to changes","qms","qms","qms","qms",0.274742662906647,"SSA"
"ExB15","Svces","to changes","qms","qms","qms","qms",-0.0564135573804379,"EU"
"ExB15","Svces","to changes","qms","qms","qms","qms",0.067817397415638,"ROW"
"ExB15","Svces","txs changes","qms","qms","qms","qms",0.381050825119019,"SSA"
"ExB15","Svces","txs changes","qms","qms","qms","qms",-0.256251931190491,"EU"
"ExB15","Svces","txs changes","qms","qms","qms","qms",0.24802054464817,"ROW"
"ExB15","Svces","tms changes","qms","qms","qms","qms",2.0572464466095,"SSA"
"ExB15","Svces","tms changes","qms","qms","qms","qms",-0.520878672599792,"EU"
"ExB15","Svces","tms changes","qms","qms","qms","qms",0.40988627076149,"ROW"
"ExB15","Food","TOTAL","qmw","qmw","qmw","qmw",-10.723162651062,"SSA"
"ExB15","Food","TOTAL","qmw","qmw","qmw","qmw",3.83406233787537,"EU"
"ExB15","Food","TOTAL","qmw","qmw","qmw","qmw",-5.10506391525269,"ROW"
"ExB15","Food","to changes","qmw","qmw","qmw","qmw",-0.423618793487549,"SSA"
"ExB15","Food","to changes","qmw","qmw","qmw","qmw",0.0409461259841919,"EU"
"ExB15","Food","to changes","qmw","qmw","qmw","qmw",-0.394276171922684,"ROW"
"ExB15","Food","txs changes","qmw","qmw","qmw","qmw",-14.3500661849976,"SSA"
"ExB15","Food","txs changes","qmw","qmw","qmw","qmw",-1.74141025543213,"EU"
"ExB15","Food","txs changes","qmw","qmw","qmw","qmw",-5.64992523193359,"ROW"
"ExB15","Food","tms changes","qmw","qmw","qmw","qmw",4.05052137374878,"SSA"
"ExB15","Food","tms changes","qmw","qmw","qmw","qmw",5.53452634811401,"EU"
"ExB15","Food","tms changes","qmw","qmw","qmw","qmw",0.939136564731598,"ROW"
"ExB15","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",1.74644219875336,"SSA"
"ExB15","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",-0.233880996704102,"EU"
"ExB15","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",0.369753032922745,"ROW"
"ExB15","Mnfcs","to changes","qmw","qmw","qmw","qmw",0.179082527756691,"SSA"
"ExB15","Mnfcs","to changes","qmw","qmw","qmw","qmw",-0.00748405605554581,"EU"
"ExB15","Mnfcs","to changes","qmw","qmw","qmw","qmw",0.0384616255760193,"ROW"
"ExB15","Mnfcs","txs changes","qmw","qmw","qmw","qmw",0.294915080070496,"SSA"
"ExB15","Mnfcs","txs changes","qmw","qmw","qmw","qmw",-0.0576182641088963,"EU"
"ExB15","Mnfcs","txs changes","qmw","qmw","qmw","qmw",0.126444220542908,"ROW"
"ExB15","Mnfcs","tms changes","qmw","qmw","qmw","qmw",1.27244460582733,"SSA"
"ExB15","Mnfcs","tms changes","qmw","qmw","qmw","qmw",-0.168778657913208,"EU"
"ExB15","Mnfcs","tms changes","qmw","qmw","qmw","qmw",0.204847142100334,"ROW"
"ExB15","Svces","TOTAL","qmw","qmw","qmw","qmw",2.71304321289062,"SSA"
"ExB15","Svces","TOTAL","qmw","qmw","qmw","qmw",-0.833105623722076,"EU"
"ExB15","Svces","TOTAL","qmw","qmw","qmw","qmw",0.73127144575119,"ROW"
"ExB15","Svces","to changes","qmw","qmw","qmw","qmw",0.274748682975769,"SSA"
"ExB15","Svces","to changes","qmw","qmw","qmw","qmw",-0.05638088285923,"EU"
"ExB15","Svces","to changes","qmw","qmw","qmw","qmw",0.0683346390724182,"ROW"
"ExB15","Svces","txs changes","qmw","qmw","qmw","qmw",0.38105782866478,"SSA"
"ExB15","Svces","txs changes","qmw","qmw","qmw","qmw",-0.256129115819931,"EU"
"ExB15","Svces","txs changes","qmw","qmw","qmw","qmw",0.249927222728729,"ROW"
"ExB15","Svces","tms changes","qmw","qmw","qmw","qmw",2.05729269981384,"SSA"
"ExB15","Svces","tms changes","qmw","qmw","qmw","qmw",-0.520683586597443,"EU"
"ExB15","Svces","tms changes","qmw","qmw","qmw","qmw",0.413009762763977,"ROW"
"ExB15","Food","TOTAL","qo","qo","qo","qo",4.75082492828369,"SSA"
"ExB15","Food","TOTAL","qo","qo","qo","qo",-8.78788185119629,"EU"
"ExB15","Food","TOTAL","qo","qo","qo","qo",2.30301856994629,"ROW"
"ExB15","Food","to changes","qo","qo","qo","qo",0.454925715923309,"SSA"
"ExB15","Food","to changes","qo","qo","qo","qo",-1.26812946796417,"EU"
"ExB15","Food","to changes","qo","qo","qo","qo",0.19612517952919,"ROW"
"ExB15","Food","txs changes","qo","qo","qo","qo",1.16514623165131,"SSA"
"ExB15","Food","txs changes","qo","qo","qo","qo",-3.54204821586609,"EU"
"ExB15","Food","txs changes","qo","qo","qo","qo",1.02663576602936,"ROW"
"ExB15","Food","tms changes","qo","qo","qo","qo",3.13090038299561,"SSA"
"ExB15","Food","tms changes","qo","qo","qo","qo",-3.97763562202454,"EU"
"ExB15","Food","tms changes","qo","qo","qo","qo",1.08025705814362,"ROW"
"ExB15","Mnfcs","TOTAL","qo","qo","qo","qo",-2.59837055206299,"SSA"
"ExB15","Mnfcs","TOTAL","qo","qo","qo","qo",1.52167880535126,"EU"
"ExB15","Mnfcs","TOTAL","qo","qo","qo","qo",-0.558705806732178,"ROW"
"ExB15","Mnfcs","to changes","qo","qo","qo","qo",-0.25541627407074,"SSA"
"ExB15","Mnfcs","to changes","qo","qo","qo","qo",0.159156024456024,"EU"
"ExB15","Mnfcs","to changes","qo","qo","qo","qo",-0.051323376595974,"ROW"
"ExB15","Mnfcs","txs changes","qo","qo","qo","qo",-0.520998001098633,"SSA"
"ExB15","Mnfcs","txs changes","qo","qo","qo","qo",0.540857434272766,"EU"
"ExB15","Mnfcs","txs changes","qo","qo","qo","qo",-0.207316473126411,"ROW"
"ExB15","Mnfcs","tms changes","qo","qo","qo","qo",-1.82205164432526,"SSA"
"ExB15","Mnfcs","tms changes","qo","qo","qo","qo",0.821665644645691,"EU"
"ExB15","Mnfcs","tms changes","qo","qo","qo","qo",-0.300066113471985,"ROW"
"ExB15","Svces","TOTAL","qo","qo","qo","qo",-0.50862318277359,"SSA"
"ExB15","Svces","TOTAL","qo","qo","qo","qo",0.229296147823334,"EU"
"ExB15","Svces","TOTAL","qo","qo","qo","qo",-0.0635874047875404,"ROW"
"ExB15","Svces","to changes","qo","qo","qo","qo",-0.0453012101352215,"SSA"
"ExB15","Svces","to changes","qo","qo","qo","qo",0.052731953561306,"EU"
"ExB15","Svces","to changes","qo","qo","qo","qo",-0.00402959482744336,"ROW"
"ExB15","Svces","txs changes","qo","qo","qo","qo",-0.184303656220436,"SSA"
"ExB15","Svces","txs changes","qo","qo","qo","qo",0.116124376654625,"EU"
"ExB15","Svces","txs changes","qo","qo","qo","qo",-0.0437464714050293,"ROW"
"ExB15","Svces","tms changes","qo","qo","qo","qo",-0.279018253087997,"SSA"
"ExB15","Svces","tms changes","qo","qo","qo","qo",0.0604397393763065,"EU"
"ExB15","Svces","tms changes","qo","qo","qo","qo",-0.0158113148063421,"ROW"
"ExB15","Food","TOTAL","qpa","qpa","qpa","qpa",-0.116737306118011,"SSA"
"ExB15","Food","TOTAL","qpa","qpa","qpa","qpa",0.188567891716957,"EU"
"ExB15","Food","TOTAL","qpa","qpa","qpa","qpa",-0.324560135602951,"ROW"
"ExB15","Food","to changes","qpa","qpa","qpa","qpa",0.00164064893033355,"SSA"
"ExB15","Food","to changes","qpa","qpa","qpa","qpa",-0.611848771572113,"EU"
"ExB15","Food","to changes","qpa","qpa","qpa","qpa",-0.0261370148509741,"ROW"
"ExB15","Food","txs changes","qpa","qpa","qpa","qpa",-0.272865831851959,"SSA"
"ExB15","Food","txs changes","qpa","qpa","qpa","qpa",0.132469162344933,"EU"
"ExB15","Food","txs changes","qpa","qpa","qpa","qpa",-0.240521967411041,"ROW"
"ExB15","Food","tms changes","qpa","qpa","qpa","qpa",0.154487788677216,"SSA"
"ExB15","Food","tms changes","qpa","qpa","qpa","qpa",0.66794764995575,"EU"
"ExB15","Food","tms changes","qpa","qpa","qpa","qpa",-0.0579011030495167,"ROW"
"ExB15","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",0.349774271249771,"SSA"
"ExB15","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",-0.0425412990152836,"EU"
"ExB15","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",0.0484104566276073,"ROW"
"ExB15","Mnfcs","to changes","qpa","qpa","qpa","qpa",0.0458597168326378,"SSA"
"ExB15","Mnfcs","to changes","qpa","qpa","qpa","qpa",0.0516465939581394,"EU"
"ExB15","Mnfcs","to changes","qpa","qpa","qpa","qpa",0.00572460051625967,"ROW"
"ExB15","Mnfcs","txs changes","qpa","qpa","qpa","qpa",-0.144414320588112,"SSA"
"ExB15","Mnfcs","txs changes","qpa","qpa","qpa","qpa",0.0755130872130394,"EU"
"ExB15","Mnfcs","txs changes","qpa","qpa","qpa","qpa",-0.0214901193976402,"ROW"
"ExB15","Mnfcs","tms changes","qpa","qpa","qpa","qpa",0.448328763246536,"SSA"
"ExB15","Mnfcs","tms changes","qpa","qpa","qpa","qpa",-0.169701039791107,"EU"
"ExB15","Mnfcs","tms changes","qpa","qpa","qpa","qpa",0.064175970852375,"ROW"
"ExB15","Svces","TOTAL","qpa","qpa","qpa","qpa",0.217760816216469,"SSA"
"ExB15","Svces","TOTAL","qpa","qpa","qpa","qpa",0.105333864688873,"EU"
"ExB15","Svces","TOTAL","qpa","qpa","qpa","qpa",0.00578372413292527,"ROW"
"ExB15","Svces","to changes","qpa","qpa","qpa","qpa",0.0328976474702358,"SSA"
"ExB15","Svces","to changes","qpa","qpa","qpa","qpa",0.060663215816021,"EU"
"ExB15","Svces","to changes","qpa","qpa","qpa","qpa",0.00135667959693819,"ROW"
"ExB15","Svces","txs changes","qpa","qpa","qpa","qpa",-0.173673823475838,"SSA"
"ExB15","Svces","txs changes","qpa","qpa","qpa","qpa",0.133219018578529,"EU"
"ExB15","Svces","txs changes","qpa","qpa","qpa","qpa",-0.0299413576722145,"ROW"
"ExB15","Svces","tms changes","qpa","qpa","qpa","qpa",0.358536928892136,"SSA"
"ExB15","Svces","tms changes","qpa","qpa","qpa","qpa",-0.0885484218597412,"EU"
"ExB15","Svces","tms changes","qpa","qpa","qpa","qpa",0.0343684181571007,"ROW"
"ExB15","Food","TOTAL","qpd","qpd","qpd","qpd",0.624854922294617,"SSA"
"ExB15","Food","TOTAL","qpd","qpd","qpd","qpd",-1.88122081756592,"EU"
"ExB15","Food","TOTAL","qpd","qpd","qpd","qpd",0.106205031275749,"ROW"
"ExB15","Food","to changes","qpd","qpd","qpd","qpd",0.0352563336491585,"SSA"
"ExB15","Food","to changes","qpd","qpd","qpd","qpd",-0.851990044116974,"EU"
"ExB15","Food","to changes","qpd","qpd","qpd","qpd",0.00755586242303252,"ROW"
"ExB15","Food","txs changes","qpd","qpd","qpd","qpd",0.636888742446899,"SSA"
"ExB15","Food","txs changes","qpd","qpd","qpd","qpd",0.278898477554321,"EU"
"ExB15","Food","txs changes","qpd","qpd","qpd","qpd",0.201535373926163,"ROW"
"ExB15","Food","tms changes","qpd","qpd","qpd","qpd",-0.0472899228334427,"SSA"
"ExB15","Food","tms changes","qpd","qpd","qpd","qpd",-1.30807900428772,"EU"
"ExB15","Food","tms changes","qpd","qpd","qpd","qpd",-0.102886170148849,"ROW"
"ExB15","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",-0.52958345413208,"SSA"
"ExB15","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",0.39971923828125,"EU"
"ExB15","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",-0.117364689707756,"ROW"
"ExB15","Mnfcs","to changes","qpd","qpd","qpd","qpd",-0.0422764047980309,"SSA"
"ExB15","Mnfcs","to changes","qpd","qpd","qpd","qpd",0.094909630715847,"EU"
"ExB15","Mnfcs","to changes","qpd","qpd","qpd","qpd",-0.0102648567408323,"ROW"
"ExB15","Mnfcs","txs changes","qpd","qpd","qpd","qpd",-0.310159027576447,"SSA"
"ExB15","Mnfcs","txs changes","qpd","qpd","qpd","qpd",0.228254348039627,"EU"
"ExB15","Mnfcs","txs changes","qpd","qpd","qpd","qpd",-0.081259198486805,"ROW"
"ExB15","Mnfcs","tms changes","qpd","qpd","qpd","qpd",-0.177148044109344,"SSA"
"ExB15","Mnfcs","tms changes","qpd","qpd","qpd","qpd",0.0766861587762833,"EU"
"ExB15","Mnfcs","tms changes","qpd","qpd","qpd","qpd",-0.0258406512439251,"ROW"
"ExB15","Svces","TOTAL","qpd","qpd","qpd","qpd",-0.00863721128553152,"SSA"
"ExB15","Svces","TOTAL","qpd","qpd","qpd","qpd",0.142764389514923,"EU"
"ExB15","Svces","TOTAL","qpd","qpd","qpd","qpd",-0.0116425845772028,"ROW"
"ExB15","Svces","to changes","qpd","qpd","qpd","qpd",0.0104081472381949,"SSA"
"ExB15","Svces","to changes","qpd","qpd","qpd","qpd",0.0641569122672081,"EU"
"ExB15","Svces","to changes","qpd","qpd","qpd","qpd",-0.000257479434367269,"ROW"
"ExB15","Svces","txs changes","qpd","qpd","qpd","qpd",-0.213638141751289,"SSA"
"ExB15","Svces","txs changes","qpd","qpd","qpd","qpd",0.146271929144859,"EU"
"ExB15","Svces","txs changes","qpd","qpd","qpd","qpd",-0.0362220853567123,"ROW"
"ExB15","Svces","tms changes","qpd","qpd","qpd","qpd",0.194592833518982,"SSA"
"ExB15","Svces","tms changes","qpd","qpd","qpd","qpd",-0.0676742717623711,"EU"
"ExB15","Svces","tms changes","qpd","qpd","qpd","qpd",0.0248369891196489,"ROW"
"ExB15","Food","TOTAL","qpev","qpev","qpev","qpev",0.151306822896004,"SSA"
"ExB15","Food","TOTAL","qpev","qpev","qpev","qpev",0.0592465959489346,"EU"
"ExB15","Food","TOTAL","qpev","qpev","qpev","qpev",-0.011862313374877,"ROW"
"ExB15","Food","to changes","qpev","qpev","qpev","qpev",0.0231266673654318,"SSA"
"ExB15","Food","to changes","qpev","qpev","qpev","qpev",0.00414364039897919,"EU"
"ExB15","Food","to changes","qpev","qpev","qpev","qpev",-0.000254379294347018,"ROW"
"ExB15","Food","txs changes","qpev","qpev","qpev","qpev",-0.125476211309433,"SSA"
"ExB15","Food","txs changes","qpev","qpev","qpev","qpev",0.0823302194476128,"EU"
"ExB15","Food","txs changes","qpev","qpev","qpev","qpev",-0.0338292941451073,"ROW"
"ExB15","Food","tms changes","qpev","qpev","qpev","qpev",0.253656268119812,"SSA"
"ExB15","Food","tms changes","qpev","qpev","qpev","qpev",-0.0272272620350122,"EU"
"ExB15","Food","tms changes","qpev","qpev","qpev","qpev",0.0222213715314865,"ROW"
"ExB15","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",0.20211523771286,"SSA"
"ExB15","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",0.0889828726649284,"EU"
"ExB15","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",-0.0169417727738619,"ROW"
"ExB15","Mnfcs","to changes","qpev","qpev","qpev","qpev",0.0308914184570312,"SSA"
"ExB15","Mnfcs","to changes","qpev","qpev","qpev","qpev",0.00622329814359546,"EU"
"ExB15","Mnfcs","to changes","qpev","qpev","qpev","qpev",-0.000363313389243558,"ROW"
"ExB15","Mnfcs","txs changes","qpev","qpev","qpev","qpev",-0.167595311999321,"SSA"
"ExB15","Mnfcs","txs changes","qpev","qpev","qpev","qpev",0.123658239841461,"EU"
"ExB15","Mnfcs","txs changes","qpev","qpev","qpev","qpev",-0.0483145825564861,"ROW"
"ExB15","Mnfcs","tms changes","qpev","qpev","qpev","qpev",0.338818937540054,"SSA"
"ExB15","Mnfcs","tms changes","qpev","qpev","qpev","qpev",-0.0408986620604992,"EU"
"ExB15","Mnfcs","tms changes","qpev","qpev","qpev","qpev",0.0317361354827881,"ROW"
"ExB15","Svces","TOTAL","qpev","qpev","qpev","qpev",0.213080778717995,"SSA"
"ExB15","Svces","TOTAL","qpev","qpev","qpev","qpev",0.0905808582901955,"EU"
"ExB15","Svces","TOTAL","qpev","qpev","qpev","qpev",-0.017294604331255,"ROW"
"ExB15","Svces","to changes","qpev","qpev","qpev","qpev",0.0325671546161175,"SSA"
"ExB15","Svces","to changes","qpev","qpev","qpev","qpev",0.00633505312725902,"EU"
"ExB15","Svces","to changes","qpev","qpev","qpev","qpev",-0.00037088044336997,"ROW"
"ExB15","Svces","txs changes","qpev","qpev","qpev","qpev",-0.176684498786926,"SSA"
"ExB15","Svces","txs changes","qpev","qpev","qpev","qpev",0.125879228115082,"EU"
"ExB15","Svces","txs changes","qpev","qpev","qpev","qpev",-0.049320749938488,"ROW"
"ExB15","Svces","tms changes","qpev","qpev","qpev","qpev",0.357197910547256,"SSA"
